chr	start	stop	arm	chr_arm	band
1	168400001	168450000	q	1q	q24.2
1	168450001	168500000	q	1q	q24.2
1	168500001	168550000	q	1q	q24.2
1	168550001	168600000	q	1q	q24.2
1	168600001	168650000	q	1q	q24.2
1	168650001	168700000	q	1q	q24.2
1	168700001	168750000	q	1q	q24.2
1	168750001	168800000	q	1q	q24.2
1	168800001	168850000	q	1q	q24.2
1	168850001	168900000	q	1q	q24.2
1	168900001	168950000	q	1q	q24.2
1	168950001	169000000	q	1q	q24.2
1	169000001	169050000	q	1q	q24.2
1	169050001	169100000	q	1q	q24.2
1	169100001	169150000	q	1q	q24.2
1	169150001	169200000	q	1q	q24.2
1	169200001	169250000	q	1q	q24.2
1	169250001	169300000	q	1q	q24.2
1	169300001	169350000	q	1q	q24.2
1	169350001	169400000	q	1q	q24.2
1	169400001	169450000	q	1q	q24.2
1	169450001	169500000	q	1q	q24.2
1	169500001	169550000	q	1q	q24.2
1	169550001	169600000	q	1q	q24.2
1	169600001	169650000	q	1q	q24.2
1	169650001	169700000	q	1q	q24.2
1	169700001	169750000	q	1q	q24.2
1	169750001	169800000	q	1q	q24.2
1	169800001	169850000	q	1q	q24.2
1	169850001	169900000	q	1q	q24.2
1	169900001	169950000	q	1q	q24.2
1	169950001	170000000	q	1q	q24.2
1	170000001	170050000	q	1q	q24.2
1	170050001	170100000	q	1q	q24.2
1	170100001	170150000	q	1q	q24.2
1	170150001	170200000	q	1q	q24.2
1	170200001	170250000	q	1q	q24.2
1	170250001	170300000	q	1q	q24.2
1	170300001	170350000	q	1q	q24.2
1	170350001	170400000	q	1q	q24.2
1	170400001	170450000	q	1q	q24.2
1	170450001	170500000	q	1q	q24.2
1	170500001	170550000	q	1q	q24.2
1	170550001	170600000	q	1q	q24.2
1	170600001	170650000	q	1q	q24.2
1	170650001	170700000	q	1q	q24.2
1	170700001	170750000	q	1q	q24.2
1	170750001	170800000	q	1q	q24.2
1	170800001	170850000	q	1q	q24.2
1	170850001	170900000	q	1q	q24.2
1	170900001	170950000	q	1q	q24.3
1	170950001	171000000	q	1q	q24.3
1	171000001	171050000	q	1q	q24.3
1	171050001	171100000	q	1q	q24.3
1	171100001	171150000	q	1q	q24.3
1	171150001	171200000	q	1q	q24.3
1	171200001	171250000	q	1q	q24.3
1	171250001	171300000	q	1q	q24.3
1	171300001	171350000	q	1q	q24.3
1	171350001	171400000	q	1q	q24.3
1	171400001	171450000	q	1q	q24.3
1	171450001	171500000	q	1q	q24.3
1	171500001	171550000	q	1q	q24.3
1	171550001	171600000	q	1q	q24.3
1	171600001	171650000	q	1q	q24.3
1	171650001	171700000	q	1q	q24.3
1	171700001	171750000	q	1q	q24.3
1	171750001	171800000	q	1q	q24.3
1	171800001	171850000	q	1q	q24.3
1	171850001	171900000	q	1q	q24.3
1	171900001	171950000	q	1q	q24.3
1	171950001	172000000	q	1q	q24.3
1	172000001	172050000	q	1q	q24.3
1	172050001	172100000	q	1q	q24.3
1	172100001	172150000	q	1q	q24.3
1	172150001	172200000	q	1q	q24.3
1	172200001	172250000	q	1q	q24.3
1	172250001	172300000	q	1q	q24.3
1	172300001	172350000	q	1q	q24.3
1	172350001	172400000	q	1q	q24.3
1	172400001	172450000	q	1q	q24.3
1	172450001	172500000	q	1q	q24.3
1	172500001	172550000	q	1q	q24.3
1	172550001	172600000	q	1q	q24.3
1	172600001	172650000	q	1q	q24.3
1	172650001	172700000	q	1q	q24.3
1	172700001	172750000	q	1q	q24.3
1	172750001	172800000	q	1q	q24.3
1	172800001	172850000	q	1q	q24.3
1	172850001	172900000	q	1q	q24.3
1	172900001	172950000	q	1q	q24.3
1	172950001	173000000	q	1q	q24.3
1	173000001	173050000	q	1q	q25.1
1	173050001	173100000	q	1q	q25.1
1	173100001	173150000	q	1q	q25.1
1	173150001	173200000	q	1q	q25.1
1	173200001	173250000	q	1q	q25.1
1	173250001	173300000	q	1q	q25.1
1	173300001	173350000	q	1q	q25.1
1	173350001	173400000	q	1q	q25.1
1	173400001	173450000	q	1q	q25.1
1	173450001	173500000	q	1q	q25.1
1	173500001	173550000	q	1q	q25.1
1	173550001	173600000	q	1q	q25.1
1	173600001	173650000	q	1q	q25.1
1	173650001	173700000	q	1q	q25.1
1	173700001	173750000	q	1q	q25.1
1	173750001	173800000	q	1q	q25.1
1	173800001	173850000	q	1q	q25.1
1	173850001	173900000	q	1q	q25.1
1	173900001	173950000	q	1q	q25.1
1	173950001	174000000	q	1q	q25.1
1	174000001	174050000	q	1q	q25.1
1	174050001	174100000	q	1q	q25.1
1	174100001	174150000	q	1q	q25.1
1	174150001	174200000	q	1q	q25.1
1	174200001	174250000	q	1q	q25.1
1	174250001	174300000	q	1q	q25.1
1	174300001	174350000	q	1q	q25.1
1	174350001	174400000	q	1q	q25.1
1	174400001	174450000	q	1q	q25.1
1	174450001	174500000	q	1q	q25.1
1	174500001	174550000	q	1q	q25.1
1	174550001	174600000	q	1q	q25.1
1	174600001	174650000	q	1q	q25.1
1	174650001	174700000	q	1q	q25.1
1	174700001	174750000	q	1q	q25.1
1	174750001	174800000	q	1q	q25.1
1	174800001	174850000	q	1q	q25.1
1	174850001	174900000	q	1q	q25.1
1	174900001	174950000	q	1q	q25.1
1	174950001	175000000	q	1q	q25.1
1	175000001	175050000	q	1q	q25.1
1	175050001	175100000	q	1q	q25.1
1	175100001	175150000	q	1q	q25.1
1	175150001	175200000	q	1q	q25.1
1	175200001	175250000	q	1q	q25.1
1	175250001	175300000	q	1q	q25.1
1	175300001	175350000	q	1q	q25.1
1	175350001	175400000	q	1q	q25.1
1	175400001	175450000	q	1q	q25.1
1	175450001	175500000	q	1q	q25.1
1	175500001	175550000	q	1q	q25.1
1	175550001	175600000	q	1q	q25.1
1	175600001	175650000	q	1q	q25.1
1	175650001	175700000	q	1q	q25.1
1	175700001	175750000	q	1q	q25.1
1	175750001	175800000	q	1q	q25.1
1	175800001	175850000	q	1q	q25.1
1	175850001	175900000	q	1q	q25.1
1	175900001	175950000	q	1q	q25.1
1	175950001	176000000	q	1q	q25.1
1	176000001	176050000	q	1q	q25.1
1	176050001	176100000	q	1q	q25.1
1	176100001	176150000	q	1q	q25.2
1	176150001	176200000	q	1q	q25.2
1	176200001	176250000	q	1q	q25.2
1	176250001	176300000	q	1q	q25.2
1	176300001	176350000	q	1q	q25.2
1	176350001	176400000	q	1q	q25.2
1	176400001	176450000	q	1q	q25.2
1	176450001	176500000	q	1q	q25.2
1	176500001	176550000	q	1q	q25.2
1	176550001	176600000	q	1q	q25.2
1	176600001	176650000	q	1q	q25.2
1	176650001	176700000	q	1q	q25.2
1	176700001	176750000	q	1q	q25.2
1	176750001	176800000	q	1q	q25.2
1	176800001	176850000	q	1q	q25.2
1	176850001	176900000	q	1q	q25.2
1	176900001	176950000	q	1q	q25.2
1	176950001	177000000	q	1q	q25.2
1	177000001	177050000	q	1q	q25.2
1	177050001	177100000	q	1q	q25.2
1	177100001	177150000	q	1q	q25.2
1	177150001	177200000	q	1q	q25.2
1	177200001	177250000	q	1q	q25.2
1	177250001	177300000	q	1q	q25.2
1	177300001	177350000	q	1q	q25.2
1	177350001	177400000	q	1q	q25.2
1	177400001	177450000	q	1q	q25.2
1	177450001	177500000	q	1q	q25.2
1	177500001	177550000	q	1q	q25.2
1	177550001	177600000	q	1q	q25.2
1	177600001	177650000	q	1q	q25.2
1	177650001	177700000	q	1q	q25.2
1	177700001	177750000	q	1q	q25.2
1	177750001	177800000	q	1q	q25.2
1	177800001	177850000	q	1q	q25.2
1	177850001	177900000	q	1q	q25.2
1	177900001	177950000	q	1q	q25.2
1	177950001	178000000	q	1q	q25.2
1	178000001	178050000	q	1q	q25.2
1	178050001	178100000	q	1q	q25.2
1	178100001	178150000	q	1q	q25.2
1	178150001	178200000	q	1q	q25.2
1	178200001	178250000	q	1q	q25.2
1	178250001	178300000	q	1q	q25.2
1	178300001	178350000	q	1q	q25.2
1	178350001	178400000	q	1q	q25.2
1	178400001	178450000	q	1q	q25.2
1	178450001	178500000	q	1q	q25.2
1	178500001	178550000	q	1q	q25.2
1	178550001	178600000	q	1q	q25.2
1	178600001	178650000	q	1q	q25.2
1	178650001	178700000	q	1q	q25.2
1	178700001	178750000	q	1q	q25.2
1	178750001	178800000	q	1q	q25.2
1	178800001	178850000	q	1q	q25.2
1	178850001	178900000	q	1q	q25.2
1	178900001	178950000	q	1q	q25.2
1	178950001	179000000	q	1q	q25.2
1	179000001	179050000	q	1q	q25.2
1	179050001	179100000	q	1q	q25.2
1	179100001	179150000	q	1q	q25.2
1	179150001	179200000	q	1q	q25.2
1	179200001	179250000	q	1q	q25.2
1	179250001	179300000	q	1q	q25.2
1	179300001	179350000	q	1q	q25.2
1	179350001	179400000	q	1q	q25.2
1	179400001	179450000	q	1q	q25.2
1	179450001	179500000	q	1q	q25.2
1	179500001	179550000	q	1q	q25.2
1	179550001	179600000	q	1q	q25.2
1	179600001	179650000	q	1q	q25.2
1	179650001	179700000	q	1q	q25.2
1	179700001	179750000	q	1q	q25.2
1	179750001	179800000	q	1q	q25.2
1	179800001	179850000	q	1q	q25.2
1	179850001	179900000	q	1q	q25.2
1	179900001	179950000	q	1q	q25.2
1	179950001	180000000	q	1q	q25.2
1	180000001	180050000	q	1q	q25.2
1	180050001	180100000	q	1q	q25.2
1	180100001	180150000	q	1q	q25.2
1	180150001	180200000	q	1q	q25.2
1	180200001	180250000	q	1q	q25.2
1	180250001	180300000	q	1q	q25.2
1	180300001	180350000	q	1q	q25.3
1	180350001	180400000	q	1q	q25.3
1	180400001	180450000	q	1q	q25.3
1	180450001	180500000	q	1q	q25.3
1	180500001	180550000	q	1q	q25.3
1	180550001	180600000	q	1q	q25.3
1	180600001	180650000	q	1q	q25.3
1	180650001	180700000	q	1q	q25.3
1	180700001	180750000	q	1q	q25.3
1	180750001	180800000	q	1q	q25.3
1	180800001	180850000	q	1q	q25.3
1	180850001	180900000	q	1q	q25.3
1	180900001	180950000	q	1q	q25.3
1	180950001	181000000	q	1q	q25.3
1	181000001	181050000	q	1q	q25.3
1	181050001	181100000	q	1q	q25.3
1	181100001	181150000	q	1q	q25.3
1	181150001	181200000	q	1q	q25.3
1	181200001	181250000	q	1q	q25.3
1	181250001	181300000	q	1q	q25.3
1	181300001	181350000	q	1q	q25.3
1	181350001	181400000	q	1q	q25.3
1	181400001	181450000	q	1q	q25.3
1	181450001	181500000	q	1q	q25.3
1	181500001	181550000	q	1q	q25.3
1	181550001	181600000	q	1q	q25.3
1	181600001	181650000	q	1q	q25.3
1	181650001	181700000	q	1q	q25.3
1	181700001	181750000	q	1q	q25.3
1	181750001	181800000	q	1q	q25.3
1	181800001	181850000	q	1q	q25.3
1	181850001	181900000	q	1q	q25.3
1	181900001	181950000	q	1q	q25.3
1	181950001	182000000	q	1q	q25.3
1	182000001	182050000	q	1q	q25.3
1	182050001	182100000	q	1q	q25.3
1	182100001	182150000	q	1q	q25.3
1	182150001	182200000	q	1q	q25.3
1	182200001	182250000	q	1q	q25.3
1	182250001	182300000	q	1q	q25.3
1	182300001	182350000	q	1q	q25.3
1	182350001	182400000	q	1q	q25.3
1	182400001	182450000	q	1q	q25.3
1	182450001	182500000	q	1q	q25.3
1	182500001	182550000	q	1q	q25.3
1	182550001	182600000	q	1q	q25.3
1	182600001	182650000	q	1q	q25.3
1	182650001	182700000	q	1q	q25.3
1	182700001	182750000	q	1q	q25.3
1	182750001	182800000	q	1q	q25.3
1	182800001	182850000	q	1q	q25.3
1	182850001	182900000	q	1q	q25.3
1	182900001	182950000	q	1q	q25.3
1	182950001	183000000	q	1q	q25.3
1	183000001	183050000	q	1q	q25.3
1	183050001	183100000	q	1q	q25.3
1	183100001	183150000	q	1q	q25.3
1	183150001	183200000	q	1q	q25.3
1	183200001	183250000	q	1q	q25.3
1	183250001	183300000	q	1q	q25.3
1	183300001	183350000	q	1q	q25.3
1	183350001	183400000	q	1q	q25.3
1	183400001	183450000	q	1q	q25.3
1	183450001	183500000	q	1q	q25.3
1	183500001	183550000	q	1q	q25.3
1	183550001	183600000	q	1q	q25.3
1	183600001	183650000	q	1q	q25.3
1	183650001	183700000	q	1q	q25.3
1	183700001	183750000	q	1q	q25.3
1	183750001	183800000	q	1q	q25.3
1	183800001	183850000	q	1q	q25.3
1	183850001	183900000	q	1q	q25.3
1	183900001	183950000	q	1q	q25.3
1	183950001	184000000	q	1q	q25.3
1	184000001	184050000	q	1q	q25.3
1	184050001	184100000	q	1q	q25.3
1	184100001	184150000	q	1q	q25.3
1	184150001	184200000	q	1q	q25.3
1	184200001	184250000	q	1q	q25.3
1	184250001	184300000	q	1q	q25.3
1	184300001	184350000	q	1q	q25.3
1	184350001	184400000	q	1q	q25.3
1	184400001	184450000	q	1q	q25.3
1	184450001	184500000	q	1q	q25.3
1	184500001	184550000	q	1q	q25.3
1	184550001	184600000	q	1q	q25.3
1	184600001	184650000	q	1q	q25.3
1	184650001	184700000	q	1q	q25.3
1	184700001	184750000	q	1q	q25.3
1	184750001	184800000	q	1q	q25.3
1	184800001	184850000	q	1q	q25.3
1	184850001	184900000	q	1q	q25.3
1	184900001	184950000	q	1q	q25.3
1	184950001	185000000	q	1q	q25.3
1	185000001	185050000	q	1q	q25.3
1	185050001	185100000	q	1q	q25.3
1	185100001	185150000	q	1q	q25.3
1	185150001	185200000	q	1q	q25.3
1	185200001	185250000	q	1q	q25.3
1	185250001	185300000	q	1q	q25.3
1	185300001	185350000	q	1q	q25.3
1	185350001	185400000	q	1q	q25.3
1	185400001	185450000	q	1q	q25.3
1	185450001	185500000	q	1q	q25.3
1	185500001	185550000	q	1q	q25.3
1	185550001	185600000	q	1q	q25.3
1	185600001	185650000	q	1q	q25.3
1	185650001	185700000	q	1q	q25.3
1	185700001	185750000	q	1q	q25.3
1	185750001	185800000	q	1q	q25.3
1	185800001	185850000	q	1q	q31.1
1	185850001	185900000	q	1q	q31.1
1	185900001	185950000	q	1q	q31.1
1	185950001	186000000	q	1q	q31.1
1	186000001	186050000	q	1q	q31.1
1	186050001	186100000	q	1q	q31.1
1	186100001	186150000	q	1q	q31.1
1	186150001	186200000	q	1q	q31.1
1	186200001	186250000	q	1q	q31.1
1	186250001	186300000	q	1q	q31.1
1	186300001	186350000	q	1q	q31.1
1	186350001	186400000	q	1q	q31.1
1	186400001	186450000	q	1q	q31.1
1	186450001	186500000	q	1q	q31.1
1	186500001	186550000	q	1q	q31.1
1	186550001	186600000	q	1q	q31.1
1	186600001	186650000	q	1q	q31.1
1	186650001	186700000	q	1q	q31.1
1	186700001	186750000	q	1q	q31.1
1	186750001	186800000	q	1q	q31.1
1	186800001	186850000	q	1q	q31.1
1	186850001	186900000	q	1q	q31.1
1	186900001	186950000	q	1q	q31.1
1	186950001	187000000	q	1q	q31.1
1	187000001	187050000	q	1q	q31.1
1	187050001	187100000	q	1q	q31.1
1	187100001	187150000	q	1q	q31.1
1	187150001	187200000	q	1q	q31.1
1	187200001	187250000	q	1q	q31.1
1	187250001	187300000	q	1q	q31.1
1	187300001	187350000	q	1q	q31.1
1	187350001	187400000	q	1q	q31.1
1	187400001	187450000	q	1q	q31.1
1	187450001	187500000	q	1q	q31.1
1	187500001	187550000	q	1q	q31.1
1	187550001	187600000	q	1q	q31.1
1	187600001	187650000	q	1q	q31.1
1	187650001	187700000	q	1q	q31.1
1	187700001	187750000	q	1q	q31.1
1	187750001	187800000	q	1q	q31.1
1	187800001	187850000	q	1q	q31.1
1	187850001	187900000	q	1q	q31.1
1	187900001	187950000	q	1q	q31.1
1	187950001	188000000	q	1q	q31.1
1	188000001	188050000	q	1q	q31.1
1	188050001	188100000	q	1q	q31.1
1	188100001	188150000	q	1q	q31.1
1	188150001	188200000	q	1q	q31.1
1	188200001	188250000	q	1q	q31.1
1	188250001	188300000	q	1q	q31.1
1	188300001	188350000	q	1q	q31.1
1	188350001	188400000	q	1q	q31.1
1	188400001	188450000	q	1q	q31.1
1	188450001	188500000	q	1q	q31.1
1	188500001	188550000	q	1q	q31.1
1	188550001	188600000	q	1q	q31.1
1	188600001	188650000	q	1q	q31.1
1	188650001	188700000	q	1q	q31.1
1	188700001	188750000	q	1q	q31.1
1	188750001	188800000	q	1q	q31.1
1	188800001	188850000	q	1q	q31.1
1	188850001	188900000	q	1q	q31.1
1	188900001	188950000	q	1q	q31.1
1	188950001	189000000	q	1q	q31.1
1	189000001	189050000	q	1q	q31.1
1	189050001	189100000	q	1q	q31.1
1	189100001	189150000	q	1q	q31.1
1	189150001	189200000	q	1q	q31.1
1	189200001	189250000	q	1q	q31.1
1	189250001	189300000	q	1q	q31.1
1	189300001	189350000	q	1q	q31.1
1	189350001	189400000	q	1q	q31.1
1	189400001	189450000	q	1q	q31.1
1	189450001	189500000	q	1q	q31.1
1	189500001	189550000	q	1q	q31.1
1	189550001	189600000	q	1q	q31.1
1	189600001	189650000	q	1q	q31.1
1	189650001	189700000	q	1q	q31.1
1	189700001	189750000	q	1q	q31.1
1	189750001	189800000	q	1q	q31.1
1	189800001	189850000	q	1q	q31.1
1	189850001	189900000	q	1q	q31.1
1	189900001	189950000	q	1q	q31.1
1	189950001	190000000	q	1q	q31.1
1	190000001	190050000	q	1q	q31.1
1	190050001	190100000	q	1q	q31.1
1	190100001	190150000	q	1q	q31.1
1	190150001	190200000	q	1q	q31.1
1	190200001	190250000	q	1q	q31.1
1	190250001	190300000	q	1q	q31.1
1	190300001	190350000	q	1q	q31.1
1	190350001	190400000	q	1q	q31.1
1	190400001	190450000	q	1q	q31.1
1	190450001	190500000	q	1q	q31.1
1	190500001	190550000	q	1q	q31.1
1	190550001	190600000	q	1q	q31.1
1	190600001	190650000	q	1q	q31.1
1	190650001	190700000	q	1q	q31.1
1	190700001	190750000	q	1q	q31.1
1	190750001	190800000	q	1q	q31.1
1	190800001	190850000	q	1q	q31.2
1	190850001	190900000	q	1q	q31.2
1	190900001	190950000	q	1q	q31.2
1	190950001	191000000	q	1q	q31.2
1	191000001	191050000	q	1q	q31.2
1	191050001	191100000	q	1q	q31.2
1	191100001	191150000	q	1q	q31.2
1	191150001	191200000	q	1q	q31.2
1	191200001	191250000	q	1q	q31.2
1	191250001	191300000	q	1q	q31.2
1	191300001	191350000	q	1q	q31.2
1	191350001	191400000	q	1q	q31.2
1	191400001	191450000	q	1q	q31.2
1	191450001	191500000	q	1q	q31.2
1	191500001	191550000	q	1q	q31.2
1	191550001	191600000	q	1q	q31.2
1	191600001	191650000	q	1q	q31.2
1	191650001	191700000	q	1q	q31.2
1	191700001	191750000	q	1q	q31.2
1	191750001	191800000	q	1q	q31.2
1	191800001	191850000	q	1q	q31.2
1	191850001	191900000	q	1q	q31.2
1	191900001	191950000	q	1q	q31.2
1	191950001	192000000	q	1q	q31.2
1	192000001	192050000	q	1q	q31.2
1	192050001	192100000	q	1q	q31.2
1	192100001	192150000	q	1q	q31.2
1	192150001	192200000	q	1q	q31.2
1	192200001	192250000	q	1q	q31.2
1	192250001	192300000	q	1q	q31.2
1	192300001	192350000	q	1q	q31.2
1	192350001	192400000	q	1q	q31.2
1	192400001	192450000	q	1q	q31.2
1	192450001	192500000	q	1q	q31.2
1	192500001	192550000	q	1q	q31.2
1	192550001	192600000	q	1q	q31.2
1	192600001	192650000	q	1q	q31.2
1	192650001	192700000	q	1q	q31.2
1	192700001	192750000	q	1q	q31.2
1	192750001	192800000	q	1q	q31.2
1	192800001	192850000	q	1q	q31.2
1	192850001	192900000	q	1q	q31.2
1	192900001	192950000	q	1q	q31.2
1	192950001	193000000	q	1q	q31.2
1	193000001	193050000	q	1q	q31.2
1	193050001	193100000	q	1q	q31.2
1	193100001	193150000	q	1q	q31.2
1	193150001	193200000	q	1q	q31.2
1	193200001	193250000	q	1q	q31.2
1	193250001	193300000	q	1q	q31.2
1	193300001	193350000	q	1q	q31.2
1	193350001	193400000	q	1q	q31.2
1	193400001	193450000	q	1q	q31.2
1	193450001	193500000	q	1q	q31.2
1	193500001	193550000	q	1q	q31.2
1	193550001	193600000	q	1q	q31.2
1	193600001	193650000	q	1q	q31.2
1	193650001	193700000	q	1q	q31.2
1	193700001	193750000	q	1q	q31.2
1	193750001	193800000	q	1q	q31.2
1	193800001	193850000	q	1q	q31.3
1	193850001	193900000	q	1q	q31.3
1	193900001	193950000	q	1q	q31.3
1	193950001	194000000	q	1q	q31.3
1	194000001	194050000	q	1q	q31.3
1	194050001	194100000	q	1q	q31.3
1	194100001	194150000	q	1q	q31.3
1	194150001	194200000	q	1q	q31.3
1	194200001	194250000	q	1q	q31.3
1	194250001	194300000	q	1q	q31.3
1	194300001	194350000	q	1q	q31.3
1	194350001	194400000	q	1q	q31.3
1	194400001	194450000	q	1q	q31.3
1	194450001	194500000	q	1q	q31.3
1	194500001	194550000	q	1q	q31.3
1	194550001	194600000	q	1q	q31.3
1	194600001	194650000	q	1q	q31.3
1	194650001	194700000	q	1q	q31.3
1	194700001	194750000	q	1q	q31.3
1	194750001	194800000	q	1q	q31.3
1	194800001	194850000	q	1q	q31.3
1	194850001	194900000	q	1q	q31.3
1	194900001	194950000	q	1q	q31.3
1	194950001	195000000	q	1q	q31.3
1	195000001	195050000	q	1q	q31.3
1	195050001	195100000	q	1q	q31.3
1	195100001	195150000	q	1q	q31.3
1	195150001	195200000	q	1q	q31.3
1	195200001	195250000	q	1q	q31.3
1	195250001	195300000	q	1q	q31.3
1	195300001	195350000	q	1q	q31.3
1	195350001	195400000	q	1q	q31.3
1	195400001	195450000	q	1q	q31.3
1	195450001	195500000	q	1q	q31.3
1	195500001	195550000	q	1q	q31.3
1	195550001	195600000	q	1q	q31.3
1	195600001	195650000	q	1q	q31.3
1	195650001	195700000	q	1q	q31.3
1	195700001	195750000	q	1q	q31.3
1	195750001	195800000	q	1q	q31.3
1	195800001	195850000	q	1q	q31.3
1	195850001	195900000	q	1q	q31.3
1	195900001	195950000	q	1q	q31.3
1	195950001	196000000	q	1q	q31.3
1	196000001	196050000	q	1q	q31.3
1	196050001	196100000	q	1q	q31.3
1	196100001	196150000	q	1q	q31.3
1	196150001	196200000	q	1q	q31.3
1	196200001	196250000	q	1q	q31.3
1	196250001	196300000	q	1q	q31.3
1	196300001	196350000	q	1q	q31.3
1	196350001	196400000	q	1q	q31.3
1	196400001	196450000	q	1q	q31.3
1	196450001	196500000	q	1q	q31.3
1	196500001	196550000	q	1q	q31.3
1	196550001	196600000	q	1q	q31.3
1	196600001	196650000	q	1q	q31.3
1	196650001	196700000	q	1q	q31.3
1	196700001	196750000	q	1q	q31.3
1	196750001	196800000	q	1q	q31.3
1	196800001	196850000	q	1q	q31.3
1	196850001	196900000	q	1q	q31.3
1	196900001	196950000	q	1q	q31.3
1	196950001	197000000	q	1q	q31.3
1	197000001	197050000	q	1q	q31.3
1	197050001	197100000	q	1q	q31.3
1	197100001	197150000	q	1q	q31.3
1	197150001	197200000	q	1q	q31.3
1	197200001	197250000	q	1q	q31.3
1	197250001	197300000	q	1q	q31.3
1	197300001	197350000	q	1q	q31.3
1	197350001	197400000	q	1q	q31.3
1	197400001	197450000	q	1q	q31.3
1	197450001	197500000	q	1q	q31.3
1	197500001	197550000	q	1q	q31.3
1	197550001	197600000	q	1q	q31.3
1	197600001	197650000	q	1q	q31.3
1	197650001	197700000	q	1q	q31.3
1	197700001	197750000	q	1q	q31.3
1	197750001	197800000	q	1q	q31.3
1	197800001	197850000	q	1q	q31.3
1	197850001	197900000	q	1q	q31.3
1	197900001	197950000	q	1q	q31.3
1	197950001	198000000	q	1q	q31.3
1	198000001	198050000	q	1q	q31.3
1	198050001	198100000	q	1q	q31.3
1	198100001	198150000	q	1q	q31.3
1	198150001	198200000	q	1q	q31.3
1	198200001	198250000	q	1q	q31.3
1	198250001	198300000	q	1q	q31.3
1	198300001	198350000	q	1q	q31.3
1	198350001	198400000	q	1q	q31.3
1	198400001	198450000	q	1q	q31.3
1	198450001	198500000	q	1q	q31.3
1	198500001	198550000	q	1q	q31.3
1	198550001	198600000	q	1q	q31.3
1	198600001	198650000	q	1q	q31.3
1	198650001	198700000	q	1q	q31.3
1	198700001	198750000	q	1q	q32.1
1	198750001	198800000	q	1q	q32.1
1	198800001	198850000	q	1q	q32.1
1	198850001	198900000	q	1q	q32.1
1	198900001	198950000	q	1q	q32.1
1	198950001	199000000	q	1q	q32.1
1	199000001	199050000	q	1q	q32.1
1	199050001	199100000	q	1q	q32.1
1	199100001	199150000	q	1q	q32.1
1	199150001	199200000	q	1q	q32.1
1	199200001	199250000	q	1q	q32.1
1	199250001	199300000	q	1q	q32.1
1	199300001	199350000	q	1q	q32.1
1	199350001	199400000	q	1q	q32.1
1	199400001	199450000	q	1q	q32.1
1	199450001	199500000	q	1q	q32.1
1	199500001	199550000	q	1q	q32.1
1	199550001	199600000	q	1q	q32.1
1	199600001	199650000	q	1q	q32.1
1	199650001	199700000	q	1q	q32.1
1	199700001	199750000	q	1q	q32.1
1	199750001	199800000	q	1q	q32.1
1	199800001	199850000	q	1q	q32.1
1	199850001	199900000	q	1q	q32.1
1	199900001	199950000	q	1q	q32.1
1	199950001	200000000	q	1q	q32.1
1	200000001	200050000	q	1q	q32.1
1	200050001	200100000	q	1q	q32.1
1	200100001	200150000	q	1q	q32.1
1	200150001	200200000	q	1q	q32.1
1	200200001	200250000	q	1q	q32.1
1	200250001	200300000	q	1q	q32.1
1	200300001	200350000	q	1q	q32.1
1	200350001	200400000	q	1q	q32.1
1	200400001	200450000	q	1q	q32.1
1	200450001	200500000	q	1q	q32.1
1	200500001	200550000	q	1q	q32.1
1	200550001	200600000	q	1q	q32.1
1	200600001	200650000	q	1q	q32.1
1	200650001	200700000	q	1q	q32.1
1	200700001	200750000	q	1q	q32.1
1	200750001	200800000	q	1q	q32.1
1	200800001	200850000	q	1q	q32.1
1	200850001	200900000	q	1q	q32.1
1	200900001	200950000	q	1q	q32.1
1	200950001	201000000	q	1q	q32.1
1	201000001	201050000	q	1q	q32.1
1	201050001	201100000	q	1q	q32.1
1	201100001	201150000	q	1q	q32.1
1	201150001	201200000	q	1q	q32.1
1	201200001	201250000	q	1q	q32.1
1	201250001	201300000	q	1q	q32.1
1	201300001	201350000	q	1q	q32.1
1	201350001	201400000	q	1q	q32.1
1	201400001	201450000	q	1q	q32.1
1	201450001	201500000	q	1q	q32.1
1	201500001	201550000	q	1q	q32.1
1	201550001	201600000	q	1q	q32.1
1	201600001	201650000	q	1q	q32.1
1	201650001	201700000	q	1q	q32.1
1	201700001	201750000	q	1q	q32.1
1	201750001	201800000	q	1q	q32.1
1	201800001	201850000	q	1q	q32.1
1	201850001	201900000	q	1q	q32.1
1	201900001	201950000	q	1q	q32.1
1	201950001	202000000	q	1q	q32.1
1	202000001	202050000	q	1q	q32.1
1	202050001	202100000	q	1q	q32.1
1	202100001	202150000	q	1q	q32.1
1	202150001	202200000	q	1q	q32.1
1	202200001	202250000	q	1q	q32.1
1	202250001	202300000	q	1q	q32.1
1	202300001	202350000	q	1q	q32.1
1	202350001	202400000	q	1q	q32.1
1	202400001	202450000	q	1q	q32.1
1	202450001	202500000	q	1q	q32.1
1	202500001	202550000	q	1q	q32.1
1	202550001	202600000	q	1q	q32.1
1	202600001	202650000	q	1q	q32.1
1	202650001	202700000	q	1q	q32.1
1	202700001	202750000	q	1q	q32.1
1	202750001	202800000	q	1q	q32.1
1	202800001	202850000	q	1q	q32.1
1	202850001	202900000	q	1q	q32.1
1	202900001	202950000	q	1q	q32.1
1	202950001	203000000	q	1q	q32.1
1	203000001	203050000	q	1q	q32.1
1	203050001	203100000	q	1q	q32.1
1	203100001	203150000	q	1q	q32.1
1	203150001	203200000	q	1q	q32.1
1	203200001	203250000	q	1q	q32.1
1	203250001	203300000	q	1q	q32.1
1	203300001	203350000	q	1q	q32.1
