GeneName	GeneID	chr	start	stop	arm	chr_arm	band
UBE2K	ENSG00000078140	4	39698044	39782792	p	4p	p14
PDS5A	ENSG00000121892	4	39822863	39977956	p	4p	p14
N4BP2	ENSG00000078177	4	40056826	40158252	p	4p	p14
RHOH	ENSG00000168421	4	40191053	40246967	p	4p	p14
AC095057.2	ENSG00000250338	4	40265472	40266457	p	4p	p14
LINC02265	ENSG00000249241	4	40316485	40330419	p	4p	p14
CHRNA9	ENSG00000174343	4	40335329	40355217	p	4p	p14
RBM47	ENSG00000163694	4	40423267	40630875	p	4p	p14
AC098869.2	ENSG00000250893	4	40426119	40427585	p	4p	p14
NSUN7	ENSG00000179299	4	40749897	40809985	p	4p	p14
APBB2	ENSG00000163697	4	40810027	41216714	p	4p	
AC131953.1	ENSG00000250906	4	40812779	40826151	p	4p	p14
UCHL1-AS1	ENSG00000251173	4	41220074	41256727	p	4p	p13
UCHL1	ENSG00000154277	4	41256413	41268455	p	4p	p13
LIMCH1	ENSG00000064042	4	41359607	41700044	p	4p	p13
AC105389.2	ENSG00000249216	4	41688858	41692797	p	4p	p13
PHOX2B	ENSG00000109132	4	41744082	41748970	p	4p	p13
AC105389.3	ENSG00000250467	4	41748293	41824119	p	4p	p13
AC105389.1	ENSG00000249122	4	41750345	41757341	p	4p	p13
LINC00682	ENSG00000245870	4	41872747	41882955	p	4p	p13
AC108210.1	ENSG00000249771	4	41883060	41894579	p	4p	p13
TMEM33	ENSG00000109133	4	41935120	41960572	p	4p	p13
DCAF4L1	ENSG00000182308	4	41981696	41986467	p	4p	p13
AC106052.1	ENSG00000272862	4	41988741	41989237	p	4p	p13
SLC30A9	ENSG00000014824	4	41990472	42090457	p	4p	p13
BEND4	ENSG00000188848	4	42110938	42152878	p	4p	p13
AC111006.1	ENSG00000285454	4	42151028	42268110	p	4p	p13
AC024022.1	ENSG00000250781	4	42281830	42391268	p	4p	p13
SHISA3	ENSG00000178343	4	42397839	42402487	p	4p	p13
ATP8A1	ENSG00000124406	4	42408373	42657105	p	4p	p13
AC096734.2	ENSG00000260519	4	42657496	42657928	p	4p	p13
AC096734.1	ENSG00000251517	4	42706107	42707335	p	4p	p13
GRXCR1	ENSG00000215203	4	42893267	43030658	p	4p	p13
AC111198.1	ENSG00000248939	4	43133867	43234956	p	4p	p13
LINC02383	ENSG00000248143	4	43457527	43492543	p	4p	p13
AC110799.1	ENSG00000250863	4	43980006	43981620	p	4p	p13
LINC02475	ENSG00000251350	4	44016861	44022063	p	4p	p13
KCTD8	ENSG00000183783	4	44173909	44448807	p	4p	p13
YIPF7	ENSG00000177752	4	44622065	44678556	p	4p	p12
GUF1	ENSG00000151806	4	44678427	44700926	p	4p	p12
GNPDA2	ENSG00000163281	4	44682200	44726595	p	4p	p12
AC096586.2	ENSG00000273369	4	44693946	44694386	p	4p	p12
AC096586.1	ENSG00000272936	4	44704405	44704965	p	4p	p12
AC108467.1	ENSG00000248744	4	45009540	45051652	p	4p	p12
GABRG1	ENSG00000163285	4	46035769	46124081	p	4p	p12
GABRA2	ENSG00000151834	4	46248427	46475230	p	4p	p12
AC095060.1	ENSG00000249330	4	46390255	46433188	p	4p	p12
COX7B2	ENSG00000170516	4	46734827	46909235	p	4p	p12
GABRA4	ENSG00000109158	4	46918900	46994407	p	4p	p12
GABRB1	ENSG00000163288	4	46993723	47426444	p	4p	p12
COMMD8	ENSG00000169019	4	47450796	47463719	p	4p	p12
ATP10D	ENSG00000145246	4	47485288	47593486	p	4p	p12
AC107398.2	ENSG00000248254	4	47556731	47560259	p	4p	p12
CORIN	ENSG00000145244	4	47593998	47838106	p	4p	p12
AC107068.2	ENSG00000282917	4	47831385	47896709	p	4p	p12
AC107068.1	ENSG00000259959	4	47840122	47844339	p	4p	p12
NFXL1	ENSG00000170448	4	47847233	47914667	p	4p	p12
NIPAL1	ENSG00000163293	4	47914142	48040173	p	4p	p12
CNGA1	ENSG00000198515	4	47935977	48016672	p	4p	p12
TXK	ENSG00000074966	4	48066393	48134256	p	4p	p12
TEC	ENSG00000135605	4	48135783	48269864	p	4p	
SLAIN2	ENSG00000109171	4	48341322	48426212	p	4p	p11
SLC10A4	ENSG00000145248	4	48483343	48489196	p	4p	p11
ZAR1	ENSG00000182223	4	48490252	48494389	p	4p	p11
FRYL	ENSG00000075539	4	48497361	48780322	p	4p	p11
OCIAD1	ENSG00000109180	4	48805212	48861817	p	4p	p11
OCIAD1-AS1	ENSG00000248256	4	48852008	48860203	p	4p	p11
OCIAD2	ENSG00000145247	4	48885019	48906937	p	4p	p11
CWH43	ENSG00000109182	4	48986247	49062081	p	4p	p11
DCUN1D4	ENSG00000109184	4	51843000	51916837	q	4q	q12
AC027271.1	ENSG00000272576	4	51918772	51919381	q	4q	q12
LRRC66	ENSG00000188993	4	51993702	52017620	q	4q	q12
SGCB	ENSG00000163069	4	52020706	52038482	q	4q	q12
LINC02480	ENSG00000251040	4	52044805	52046954	q	4q	q12
SPATA18	ENSG00000163071	4	52051331	52097292	q	4q	q12
USP46	ENSG00000109189	4	52590972	52659335	q	4q	q12
USP46-AS1	ENSG00000248866	4	52659406	52661668	q	4q	q12
AC104066.2	ENSG00000260120	4	52680609	52692649	q	4q	q12
ERVMER34-1	ENSG00000226887	4	52722618	52751640	q	4q	q12
LINC01618	ENSG00000250302	4	52789994	52815464	q	4q	q12
RASL11B	ENSG00000128045	4	52862290	52866835	q	4q	q12
SCFD2	ENSG00000184178	4	52872982	53366075	q	4q	q12
AC023154.1	ENSG00000248115	4	52945649	52958087	q	4q	q12
FIP1L1	ENSG00000145216	4	53377643	53460861	q	4q	q12
AC058822.1	ENSG00000282278	4	53377839	54295272	q	4q	q12
LNX1	ENSG00000072201	4	53459301	53701405	q	4q	q12
LNX1-AS1	ENSG00000250930	4	53496400	53549578	q	4q	q12
AC110792.3	ENSG00000272650	4	53997415	53997712	q	4q	q12
CHIC2	ENSG00000109220	4	54009789	54064690	q	4q	q12
AC110792.2	ENSG00000269506	4	54059597	54061210	q	4q	q12
GSX2	ENSG00000180613	4	54099523	54102505	q	4q	q12
PDGFRA	ENSG00000134853	4	54229097	54298247	q	4q	q12
LINC02283	ENSG00000248184	4	54332892	54355954	q	4q	q12
AC098587.1	ENSG00000248518	4	54376002	54376752	q	4q	q12
AC098868.1	ENSG00000251264	4	54440502	54446723	q	4q	q12
LINC02260	ENSG00000250456	4	54603211	54607131	q	4q	q12
KIT	ENSG00000157404	4	54657918	54740715	q	4q	q12
AC097494.1	ENSG00000249727	4	54836161	54845402	q	4q	q12
LINC02358	ENSG00000251256	4	54845568	54859241	q	4q	q12
AC111194.1	ENSG00000248317	4	54943630	54956818	q	4q	q12
AC111194.2	ENSG00000250646	4	55053060	55092534	q	4q	q12
KDR	ENSG00000128052	4	55078259	55125595	q	4q	q12
SRD5A3	ENSG00000128039	4	55346109	55373096	q	4q	q12
AC069200.1	ENSG00000273257	4	55387949	55388271	q	4q	q12
TMEM165	ENSG00000134851	4	55395957	55453397	q	4q	q12
CLOCK	ENSG00000134852	4	55427903	55547138	q	4q	q12
AC024243.1	ENSG00000272969	4	55547112	55547889	q	4q	q12
PDCL2	ENSG00000163440	4	55556525	55592212	q	4q	q12
NMU	ENSG00000109255	4	55595229	55636698	q	4q	q12
EXOC1L	ENSG00000250821	4	55819819	55837487	q	4q	q12
EXOC1	ENSG00000090989	4	55853616	55905034	q	4q	q12
CEP135	ENSG00000174799	4	55948871	56033363	q	4q	q12
KIAA1211	ENSG00000109265	4	56049073	56328625	q	4q	q12
AASDH	ENSG00000157426	4	56338287	56387508	q	4q	q12
AC068620.1	ENSG00000269921	4	56387625	56388153	q	4q	q12
PPAT	ENSG00000128059	4	56393362	56435615	q	4q	q12
AC068620.2	ENSG00000270147	4	56396312	56396871	q	4q	q12
PAICS	ENSG00000128050	4	56435741	56464579	q	4q	q12
SRP72	ENSG00000174780	4	56467336	56503681	q	4q	q12
ARL9	ENSG00000196503	4	56505209	56525481	q	4q	q12
THEGL	ENSG00000249693	4	56530609	56603507	q	4q	q12
HOPX	ENSG00000171476	4	56647988	56681899	q	4q	q12
SPINK2	ENSG00000128040	4	56809860	56821742	q	4q	q12
REST	ENSG00000084093	4	56907876	56966678	q	4q	q12
AC069307.1	ENSG00000269949	4	56960927	56961373	q	4q	q12
NOA1	ENSG00000084092	4	56963370	56978823	q	4q	q12
POLR2B	ENSG00000047315	4	56977722	57031168	q	4q	q12
IGFBP7	ENSG00000163453	4	57030773	57110385	q	4q	q12
IGFBP7-AS1	ENSG00000245067	4	57109762	57205510	q	4q	q12
AC105390.1	ENSG00000250192	4	57154577	57156452	q	4q	q12
LINC02380	ENSG00000248505	4	57425872	57465986	q	4q	q12
AC013724.1	ENSG00000251459	4	57491390	57495233	q	4q	q12
AC107396.1	ENSG00000251049	4	57595940	57605872	q	4q	q12
AC093725.2	ENSG00000250333	4	57605694	57658800	q	4q	q12
AC093725.1	ENSG00000249831	4	57720035	57724655	q	4q	q12
LINC02494	ENSG00000250340	4	58524515	58536328	q	4q	q13.1
AC019133.1	ENSG00000250078	4	58562165	58565122	q	4q	q13.1
AC017091.1	ENSG00000251339	4	58780626	58984152	q	4q	q13.1
LINC02429	ENSG00000251266	4	58984282	59046959	q	4q	q13.1
AC097501.2	ENSG00000250375	4	59047020	59075256	q	4q	q13.1
AC108517.1	ENSG00000249111	4	59152834	59176146	q	4q	q13.1
AC096588.1	ENSG00000249392	4	59551142	59630324	q	4q	q13.1
AC093857.1	ENSG00000249892	4	59767816	59792114	q	4q	q13.1
LINC02496	ENSG00000249066	4	60750586	60789999	q	4q	q13.1
LINC02271	ENSG00000240152	4	61143656	61153962	q	4q	q13.1
ADGRL3	ENSG00000150471	4	61201258	62078335	q	4q	q13.1
AC020741.1	ENSG00000205682	4	61420246	61428221	q	4q	q13.1
ADGRL3-AS1	ENSG00000248692	4	62071752	62165554	q	4q	q13.1
AC097491.1	ENSG00000251055	4	63128311	63143881	q	4q	q13.1
AC093730.1	ENSG00000250775	4	63468701	63494278	q	4q	q13.1
TECRL	ENSG00000205678	4	64275257	64409468	q	4q	q13.1
LINC02232	ENSG00000250125	4	64914281	65024485	q	4q	q13.1
EPHA5	ENSG00000145242	4	65319563	65670495	q	4q	
EPHA5-AS1	ENSG00000250846	4	65669961	65698029	q	4q	q13.2
AC104137.1	ENSG00000248479	4	65702202	65705553	q	4q	q13.2
AC097110.1	ENSG00000251527	4	65858761	65860204	q	4q	q13.2
AC116049.2	ENSG00000249413	4	65998846	66150012	q	4q	q13.2
AC096721.1	ENSG00000272304	4	66003281	66016792	q	4q	q13.2
AC104806.2	ENSG00000250075	4	67417305	67468251	q	4q	q13.2
CENPC	ENSG00000145241	4	67468748	67545606	q	4q	q13.2
STAP1	ENSG00000035720	4	67558728	67607337	q	4q	q13.2
UBA6	ENSG00000033178	4	67612652	67701179	q	4q	q13.2
UBA6-AS1	ENSG00000248049	4	67701280	68080952	q	4q	q13.2
GNRHR	ENSG00000109163	4	67739328	67754360	q	4q	q13.2
TMPRSS11D	ENSG00000153802	4	67820876	67884032	q	4q	q13.2
TMPRSS11A	ENSG00000187054	4	67909385	67964140	q	4q	q13.2
TMPRSS11F	ENSG00000198092	4	68053198	68129880	q	4q	q13.2
TMPRSS11B	ENSG00000185873	4	68226653	68245720	q	4q	q13.2
YTHDC1	ENSG00000083896	4	68310387	68350089	q	4q	q13.2
TMPRSS11E	ENSG00000087128	4	68447449	68497604	q	4q	q13.2
UGT2B17	ENSG00000197888	4	68537184	68568527	q	4q	q13.2
UGT2B15	ENSG00000196620	4	68646630	68670628	q	4q	q13.2
UGT2B10	ENSG00000109181	4	68815993	68831196	q	4q	q13.2
AC021146.12	ENSG00000272626	4	68901008	68906983	q	4q	q13.2
UGT2A3	ENSG00000135220	4	68928463	68951791	q	4q	q13.2
UGT2B7	ENSG00000171234	4	69051363	69112987	q	4q	q13.2
AC111000.4	ENSG00000250696	4	69182100	69216766	q	4q	q13.2
UGT2B11	ENSG00000213759	4	69199951	69214731	q	4q	q13.2
UGT2B28	ENSG00000135226	4	69280499	69295050	q	4q	q13.2
UGT2B4	ENSG00000156096	4	69480165	69526014	q	4q	q13.3
UGT2A1	ENSG00000173610	4	69588417	69653249	q	4q	q13.3
UGT2A2	ENSG00000271271	4	69589309	69639642	q	4q	q13.3
SULT1B1	ENSG00000173597	4	69721162	69787961	q	4q	q13.3
AC108941.2	ENSG00000284695	4	69810780	69847786	q	4q	q13.3
SULT1E1	ENSG00000109193	4	69841212	69860152	q	4q	q13.3
CSN1S1	ENSG00000126545	4	69931081	69946574	q	4q	q13.3
CSN2	ENSG00000135222	4	69955256	69961007	q	4q	q13.3
STATH	ENSG00000126549	4	69995930	70002570	q	4q	q13.3
HTN3	ENSG00000205649	4	70028413	70036538	q	4q	q13.3
HTN1	ENSG00000126550	4	70050402	70058845	q	4q	q13.3
PRR27	ENSG00000187533	4	70133616	70176799	q	4q	q13.3
ODAM	ENSG00000109205	4	70196496	70204576	q	4q	q13.3
FDCSP	ENSG00000181617	4	70226071	70235252	q	4q	q13.3
CSN3	ENSG00000171209	4	70242588	70251428	q	4q	q13.3
CABS1	ENSG00000145309	4	70334966	70337116	q	4q	q13.3
SMR3A	ENSG00000109208	4	70360761	70367158	q	4q	q13.3
SMR3B	ENSG00000171201	4	70370093	70390244	q	4q	q13.3
OPRPN	ENSG00000171199	4	70397882	70410194	q	4q	q13.3
MUC7	ENSG00000171195	4	70430492	70482997	q	4q	q13.3
AMTN	ENSG00000187689	4	70518540	70532742	q	4q	q13.3
AMBN	ENSG00000178522	4	70592256	70607288	q	4q	q13.3
ENAM	ENSG00000132464	4	70628744	70686816	q	4q	q13.3
JCHAIN	ENSG00000132465	4	70655541	70681817	q	4q	q13.3
UTP3	ENSG00000132467	4	70688479	70690551	q	4q	q13.3
AC009570.1	ENSG00000272986	4	70703747	70704491	q	4q	q13.3
RUFY3	ENSG00000018189	4	70704204	70807315	q	4q	q13.3
GRSF1	ENSG00000132463	4	70815782	70839945	q	4q	q13.3
MOB1B	ENSG00000173542	4	70902326	71022449	q	4q	q13.3
DCK	ENSG00000156136	4	70992538	71030914	q	4q	q13.3
SLC4A4	ENSG00000080493	4	71186757	71572087	q	4q	q13.3
GC	ENSG00000145321	4	71741693	71804041	q	4q	q13.3
AC068721.1	ENSG00000248567	4	71821305	71823980	q	4q	q13.3
NPFFR2	ENSG00000056291	4	72031804	72148067	q	4q	q13.3
ADAMTS3	ENSG00000156140	4	72280969	72569386	q	4q	q13.3
AC095056.1	ENSG00000250877	4	72323028	72330751	q	4q	q13.3
COX18	ENSG00000163626	4	73052362	73069755	q	4q	q13.3
ANKRD17	ENSG00000132466	4	73073376	73258798	q	4q	q13.3
AC053527.1	ENSG00000250220	4	73259209	73317953	q	4q	q13.3
ALB	ENSG00000163631	4	73397114	73421412	q	4q	q13.3
AFP	ENSG00000081051	4	73431138	73456174	q	4q	q13.3
AFM	ENSG00000079557	4	73481683	73504001	q	4q	q13.3
LINC02499	ENSG00000250436	4	73508803	73534128	q	4q	q13.3
RASSF6	ENSG00000169435	4	73571550	73620631	q	4q	q13.3
AC112518.1	ENSG00000228277	4	73710302	73714527	q	4q	q13.3
CXCL8	ENSG00000169429	4	73740506	73743716	q	4q	q13.3
CXCL6	ENSG00000124875	4	73836497	73849064	q	4q	q13.3
PF4V1	ENSG00000109272	4	73853189	73854155	q	4q	q13.3
CXCL1	ENSG00000163739	4	73869393	73871242	q	4q	q13.3
PF4	ENSG00000163737	4	73981077	73982124	q	4q	q13.3
PPBP	ENSG00000163736	4	73987038	73988197	q	4q	q13.3
CXCL5	ENSG00000163735	4	73995642	73998779	q	4q	q13.3
CXCL3	ENSG00000163734	4	74036589	74038807	q	4q	q13.3
CXCL2	ENSG00000081041	4	74097035	74099293	q	4q	q13.3
MTHFD2L	ENSG00000163738	4	74114174	74303099	q	4q	q13.3
AC093677.2	ENSG00000269559	4	74156511	74158373	q	4q	q13.3
EPGN	ENSG00000182585	4	74308473	74315307	q	4q	q13.3
EREG	ENSG00000124882	4	74365143	74388751	q	4q	q13.3
AC021180.1	ENSG00000250532	4	74418917	74440457	q	4q	q13.3
AREG	ENSG00000109321	4	74445134	74455009	q	4q	q13.3
AC239584.1	ENSG00000249942	4	74552584	74589481	q	4q	q13.3
BTC	ENSG00000174808	4	74744759	74794686	q	4q	q13.3
PARM1	ENSG00000169116	4	74933095	75050115	q	4q	q13.3
AC110760.2	ENSG00000249717	4	74955974	74970362	q	4q	q13.3
AC110760.1	ENSG00000248165	4	74993877	75034824	q	4q	q13.3
LINC02562	ENSG00000260265	4	75081702	75084717	q	4q	q13.3
AC025244.1	ENSG00000251185	4	75269068	75361182	q	4q	
AC025244.2	ENSG00000251454	4	75341279	75359024	q	4q	q21.1
LINC02483	ENSG00000251383	4	75354076	75362566	q	4q	q21.1
AC096759.1	ENSG00000248646	4	75361207	75434449	q	4q	q21.1
AC096759.2	ENSG00000250735	4	75401195	75423023	q	4q	q21.1
RCHY1	ENSG00000163743	4	75479037	75514764	q	4q	q21.1
THAP6	ENSG00000174796	4	75513946	75550473	q	4q	q21.1
ODAPH	ENSG00000174792	4	75556048	75565885	q	4q	q21.1
CDKL2	ENSG00000138769	4	75578005	75630716	q	4q	q21.1
G3BP2	ENSG00000138757	4	75642782	75724525	q	4q	q21.1
USO1	ENSG00000138768	4	75724593	75814286	q	4q	q21.1
AC110615.1	ENSG00000229717	4	75830751	75832705	q	4q	q21.1
PPEF2	ENSG00000156194	4	75859864	75902571	q	4q	q21.1
NAAA	ENSG00000138744	4	75913657	75941051	q	4q	q21.1
SDAD1	ENSG00000198301	4	75940950	75990962	q	4q	q21.1
AC112719.2	ENSG00000245928	4	75980790	76005942	q	4q	q21.1
CXCL9	ENSG00000138755	4	76001275	76007488	q	4q	q21.1
ART3	ENSG00000156219	4	76011184	76112802	q	4q	q21.1
CXCL10	ENSG00000169245	4	76021117	76023497	q	4q	q21.1
CXCL11	ENSG00000169248	4	76033682	76041415	q	4q	q21.1
NUP54	ENSG00000138750	4	76114659	76148515	q	4q	q21.1
SCARB2	ENSG00000138760	4	76158733	76234536	q	4q	q21.1
FAM47E	ENSG00000189157	4	76214040	76283780	q	4q	q21.1
FAM47E-STBD1	ENSG00000272414	4	76251721	76311129	q	4q	q21.1
STBD1	ENSG00000118804	4	76306026	76311599	q	4q	q21.1
CCDC158	ENSG00000163749	4	76312997	76421868	q	4q	q21.1
SHROOM3	ENSG00000138771	4	76435100	76783253	q	4q	q21.1
AC107072.2	ENSG00000233860	4	76756960	76758474	q	4q	q21.1
AC107072.1	ENSG00000224218	4	76758554	76801964	q	4q	q21.1
SOWAHB	ENSG00000186212	4	76894928	76898147	q	4q	q21.1
SEPT11	ENSG00000138758	4	76949703	77040384	q	4q	q21.1
CCNI	ENSG00000118816	4	77047158	77076005	q	4q	q21.1
CCNG2	ENSG00000138764	4	77157151	77433388	q	4q	q21.1
AC092674.1	ENSG00000249036	4	77394491	77494286	q	4q	q21.1
CXCL13	ENSG00000156234	4	77511753	77611834	q	4q	q21.1
CNOT6L	ENSG00000138767	4	77713387	77819615	q	4q	q21.1
MRPL1	ENSG00000169288	4	77862520	77952790	q	4q	q21.1
FRAS1	ENSG00000138759	4	78057570	78544269	q	4q	q21.21
ANXA3	ENSG00000138772	4	78551519	78610451	q	4q	q21.21
LINC01094	ENSG00000251442	4	78645903	78682699	q	4q	q21.21
AC098818.2	ENSG00000260278	4	78773654	78775973	q	4q	q21.21
BMP2K	ENSG00000138756	4	78776342	78916372	q	4q	q21.21
PAQR3	ENSG00000163291	4	78887127	78939438	q	4q	q21.21
LINC01088	ENSG00000249307	4	78971748	79308798	q	4q	q21.21
NAA11	ENSG00000156269	4	79225694	79326050	q	4q	q21.21
GK2	ENSG00000196475	4	79406352	79408293	q	4q	q21.21
LINC00989	ENSG00000250334	4	79492416	79576460	q	4q	q21.21
AC092542.1	ENSG00000251399	4	79596542	79597173	q	4q	q21.21
LINC02469	ENSG00000248408	4	79663761	79696837	q	4q	q21.21
PCAT4	ENSG00000251321	4	79827471	79877770	q	4q	q21.21
ANTXR2	ENSG00000163297	4	79901149	80125454	q	4q	q21.21
AC021127.1	ENSG00000248719	4	80183280	80190169	q	4q	q21.21
PRDM8	ENSG00000152784	4	80183879	80204329	q	4q	q21.21
FGF5	ENSG00000138675	4	80266599	80336680	q	4q	q21.21
CFAP299	ENSG00000197826	4	80335720	80963756	q	4q	q21.21
BMP3	ENSG00000152785	4	81030965	81057531	q	4q	q21.21
PRKG2	ENSG00000138669	4	81087370	81215117	q	4q	q21.21
AC139722.1	ENSG00000251059	4	81164940	81193395	q	4q	q21.21
RASGEF1B	ENSG00000138670	4	81426393	82044244	q	4q	
AC124016.2	ENSG00000273156	4	82344876	82345540	q	4q	q21.22
HNRNPD	ENSG00000138668	4	82352498	82374503	q	4q	q21.22
AC124016.1	ENSG00000272677	4	82374301	82384027	q	4q	q21.22
HNRNPDL	ENSG00000152795	4	82422564	82430408	q	4q	q21.22
ENOPH1	ENSG00000145293	4	82430562	82461091	q	4q	q21.22
TMEM150C	ENSG00000249242	4	82483170	82562357	q	4q	q21.22
LINC00575	ENSG00000231782	4	82613113	82621437	q	4q	q21.22
SCD5	ENSG00000145284	4	82629539	82798857	q	4q	q21.22
SEC31A	ENSG00000138674	4	82818661	82901166	q	4q	q21.22
THAP9-AS1	ENSG00000251022	4	82893009	82900960	q	4q	q21.22
THAP9	ENSG00000168152	4	82900684	82919969	q	4q	q21.22
LIN54	ENSG00000189308	4	82909973	83012926	q	4q	q21.22
COPS4	ENSG00000138663	4	83034447	83075818	q	4q	q21.22
PLAC8	ENSG00000145287	4	83090048	83137075	q	4q	q21.22
AC114781.2	ENSG00000250057	4	83233512	83247213	q	4q	q21.23
COQ2	ENSG00000173085	4	83261536	83284914	q	4q	q21.23
HPSE	ENSG00000173083	4	83292461	83335153	q	4q	q21.23
HELQ	ENSG00000163312	4	83407343	83455856	q	4q	q21.23
MRPS18C	ENSG00000163319	4	83455932	83469735	q	4q	q21.23
ABRAXAS1	ENSG00000163322	4	83459517	83523348	q	4q	q21.23
GPAT3	ENSG00000138678	4	83535914	83605875	q	4q	q21.23
AC021192.1	ENSG00000249171	4	83668510	83731755	q	4q	q21.23
AC104063.1	ENSG00000248749	4	84371393	84380189	q	4q	q21.23
NKX6-1	ENSG00000163623	4	84491987	84498450	q	4q	q21.23
CDS1	ENSG00000163624	4	84582979	84651338	q	4q	q21.23
WDFY3	ENSG00000163625	4	84669610	84966391	q	4q	q21.23
WDFY3-AS1	ENSG00000251260	4	84803258	84810391	q	4q	q21.23
ARHGAP24	ENSG00000138639	4	85475114	86002670	q	4q	
MAPK10	ENSG00000109339	4	85990007	86594625	q	4q	
AC104827.1	ENSG00000250062	4	86117912	86219926	q	4q	q21.3
PTPN13	ENSG00000163629	4	86594315	86815171	q	4q	q21.3
SLC10A6	ENSG00000145283	4	86823468	86849263	q	4q	q21.3
C4orf36	ENSG00000163633	4	86876205	86892422	q	4q	q21.3
AC093827.5	ENSG00000285458	4	86886472	86936178	q	4q	q21.3
AC093827.4	ENSG00000284968	4	86924630	86936202	q	4q	q21.3
AFF1	ENSG00000172493	4	86935002	87141054	q	4q	
KLHL8	ENSG00000145332	4	87160103	87240314	q	4q	q22.1
AC108516.1	ENSG00000250572	4	87261931	87266822	q	4q	q22.1
HSD17B13	ENSG00000170509	4	87303789	87322906	q	4q	q22.1
HSD17B11	ENSG00000198189	4	87336610	87391386	q	4q	q22.1
NUDT9	ENSG00000170502	4	87422582	87459454	q	4q	q22.1
AC112250.2	ENSG00000272856	4	87460807	87462280	q	4q	q22.1
SPARCL1	ENSG00000152583	4	87473335	87531061	q	4q	q22.1
AC093895.1	ENSG00000249001	4	87568035	87733956	q	4q	q22.1
DSPP	ENSG00000152591	4	87608529	87616910	q	4q	q22.1
DMP1	ENSG00000152592	4	87650307	87664361	q	4q	q22.1
IBSP	ENSG00000029559	4	87799581	87812435	q	4q	q22.1
MEPE	ENSG00000152595	4	87821411	87846817	q	4q	q22.1
SPP1	ENSG00000118785	4	87975650	87983426	q	4q	q22.1
PKD2	ENSG00000118762	4	88007668	88077777	q	4q	q22.1
ABCG2	ENSG00000118777	4	88090264	88231322	q	4q	q22.1
PPM1K	ENSG00000163644	4	88257620	88284769	q	4q	q22.1
AC107067.1	ENSG00000246375	4	88284942	88331421	q	4q	q22.1
HERC6	ENSG00000138642	4	88378739	88443111	q	4q	q22.1
HERC5	ENSG00000138646	4	88457117	88506163	q	4q	q22.1
PYURF	ENSG00000145337	4	88520985	88523813	q	4q	q22.1
PIGY	ENSG00000255072	4	88521573	88521789	q	4q	q22.1
AC098582.1	ENSG00000285385	4	88523810	88649847	q	4q	q22.1
AC083829.2	ENSG00000285122	4	88523826	88524983	q	4q	q22.1
HERC3	ENSG00000138641	4	88592423	88708542	q	4q	q22.1
NAP1L5	ENSG00000177432	4	88695915	88697829	q	4q	q22.1
FAM13A-AS1	ENSG00000248019	4	88709789	88730103	q	4q	q22.1
FAM13A	ENSG00000138640	4	88725955	89111398	q	4q	q22.1
TIGD2	ENSG00000180346	4	89111500	89114899	q	4q	q22.1
AC104785.1	ENSG00000270720	4	89119284	89119871	q	4q	q22.1
GPRIN3	ENSG00000185477	4	89236386	89308010	q	4q	q22.1
AC097478.1	ENSG00000251095	4	89551356	89726752	q	4q	q22.1
SNCA	ENSG00000145335	4	89724099	89838315	q	4q	q22.1
AC097478.2	ENSG00000274238	4	89743792	89744305	q	4q	q22.1
AC097478.4	ENSG00000277695	4	89747802	89755853	q	4q	q22.1
AC097478.3	ENSG00000276542	4	89748283	89749154	q	4q	q22.1
SNCA-AS1	ENSG00000247775	4	89836408	89841978	q	4q	q22.1
MMRN1	ENSG00000138722	4	89879532	89954629	q	4q	q22.1
CCSER1	ENSG00000184305	4	90127535	91601913	q	4q	q22.1
AC004054.1	ENSG00000248984	4	91108023	91112790	q	4q	q22.1
AC074124.1	ENSG00000249049	4	91319034	91325306	q	4q	q22.1
AC093810.1	ENSG00000249052	4	91887886	91904335	q	4q	q22.1
LNCPRESS2	ENSG00000249152	4	92268767	92277075	q	4q	q22.1
AC112695.1	ENSG00000248511	4	92297251	92304178	q	4q	q22.1
GRID2	ENSG00000152208	4	92303622	93810157	q	4q	
AC095059.1	ENSG00000248627	4	92833685	92838842	q	4q	q22.2
AC110800.1	ENSG00000250908	4	93318623	93319786	q	4q	q22.2
ATOH1	ENSG00000172238	4	93828753	93830964	q	4q	q22.2
AC096746.1	ENSG00000246541	4	94117792	94207556	q	4q	
SMARCAD1	ENSG00000163104	4	94207611	94291292	q	4q	q22.3
HPGDS	ENSG00000163106	4	94298535	94342876	q	4q	q22.3
PDLIM5	ENSG00000163110	4	94451857	94668227	q	4q	q22.3
AC108067.1	ENSG00000249951	4	94675245	94702570	q	4q	q22.3
BMPR1B-DT	ENSG00000249599	4	94743800	94757533	q	4q	q22.3
BMPR1B	ENSG00000138696	4	94757968	95158448	q	4q	q22.3
UNC5C	ENSG00000182168	4	95162504	95549206	q	4q	q22.3
AC106881.1	ENSG00000271474	4	95549129	95552457	q	4q	q22.3
PDHA2	ENSG00000163114	4	95840019	95841474	q	4q	q22.3
LINC02267	ENSG00000248510	4	96310701	96818864	q	4q	q22.3
AC108515.1	ENSG00000253170	4	97120701	97135059	q	4q	q22.3
STPG2	ENSG00000163116	4	97184093	98143240	q	4q	
STPG2-AS1	ENSG00000251620	4	97366926	97490164	q	4q	q22.3
AC019077.1	ENSG00000214559	4	98251688	98261630	q	4q	q23
RAP1GDS1	ENSG00000138698	4	98261384	98443861	q	4q	q23
