GeneName	GeneID	chr	start	stop	arm	chr_arm	band
Ccdc148	ENSMUSG00000036641	2	58821070	59160683	q	2q	qC1.1
Gm11099	ENSMUSG00000079353	2	58859434	58907618	q	2q	qC1.1
Pkp4	ENSMUSG00000026991	2	59160850	59355208	q	2q	qC1.1
5330411J11Rik	ENSMUSG00000087455	2	59382502	59387471	q	2q	qC1.1
Dapl1	ENSMUSG00000026989	2	59484653	59505020	q	2q	qC1.1
Tanc1	ENSMUSG00000035168	2	59612042	59846149	q	2q	qC1.1
Wdsub1	ENSMUSG00000026988	2	59852364	59882591	q	2q	qC1.1
Baz2b	ENSMUSG00000026987	2	59899363	60209839	q	2q	qC1.1
Gm13572	ENSMUSG00000085975	2	60037141	60038837	q	2q	qC1.1
Gm13620	ENSMUSG00000086603	2	60125096	60125819	q	2q	qC1.1
March7	ENSMUSG00000026977	2	60209887	60250676	q	2q	qC1.1
Cd302	ENSMUSG00000060703	2	60251993	60284488	q	2q	qC1.1
Ly75	ENSMUSG00000026980	2	60292103	60383303	q	2q	qC1.1
Gm13571	ENSMUSG00000086196	2	60338188	60371234	q	2q	qC1.1
Gm13580	ENSMUSG00000087283	2	60411525	60412579	q	2q	qC1.1
Pla2r1	ENSMUSG00000054580	2	60417543	60553308	q	2q	qend
Gm13583	ENSMUSG00000086578	2	60550757	60553923	q	2q	qC1.2
Itgb6	ENSMUSG00000026971	2	60598292	60722643	q	2q	qC1.2
Rbms1	ENSMUSG00000026970	2	60750193	60963192	q	2q	qC1.2
Gm13582	ENSMUSG00000075325	2	60964376	60975151	q	2q	qC1.2
Tank	ENSMUSG00000064289	2	61578585	61654171	q	2q	qC1.3
Psmd14	ENSMUSG00000026914	2	61711694	61800376	q	2q	qC1.3
Tbr1	ENSMUSG00000035033	2	61802930	61814114	q	2q	qC1.3
Slc4a10	ENSMUSG00000026904	2	62046462	62326730	q	2q	qC1.3
Dpp4	ENSMUSG00000035000	2	62330073	62412231	q	2q	qC1.3
Gm13561	ENSMUSG00000087518	2	62357071	62470913	q	2q	qC1.3
Gm13565	ENSMUSG00000087681	2	62436880	62441142	q	2q	qC1.3
Gm13564	ENSMUSG00000087422	2	62452936	62456648	q	2q	qC1.3
Gcg	ENSMUSG00000000394	2	62474530	62483650	q	2q	qC1.3
Fap	ENSMUSG00000000392	2	62500943	62574075	q	2q	qC1.3
Ifih1	ENSMUSG00000026896	2	62595798	62646255	q	2q	qC1.3
Gca	ENSMUSG00000026893	2	62664285	62694109	q	2q	qC1.3
Kcnh7	ENSMUSG00000059742	2	62693414	63184287	q	2q	qC1.3
Gm13569	ENSMUSG00000085029	2	62809187	62810698	q	2q	qC1.3
Fign	ENSMUSG00000075324	2	63971507	64098038	q	2q	qC1.3
Gm13575	ENSMUSG00000087702	2	64382602	64393860	q	2q	qC1.3
Grb14	ENSMUSG00000026888	2	64912476	65024987	q	2q	qC1.3
Cobll1	ENSMUSG00000034903	2	65088339	65239403	q	2q	qC1.3
Gm13594	ENSMUSG00000086881	2	65238756	65239675	q	2q	qC1.3
Slc38a11	ENSMUSG00000061171	2	65316430	65364034	q	2q	qC1.3
Scn3a	ENSMUSG00000057182	2	65457118	65567627	q	2q	qC1.3
Gm13595	ENSMUSG00000086701	2	65509265	65512605	q	2q	qC1.3
Scn2a	ENSMUSG00000075318	2	65620771	65767447	q	2q	qC1.3
Csrnp3	ENSMUSG00000044647	2	65845767	66031546	q	2q	qC1.3
Gm13619	ENSMUSG00000052865	2	65852408	65860619	q	2q	qC1.3
Gm13617	ENSMUSG00000085160	2	65944299	65954070	q	2q	qC1.3
Galnt3	ENSMUSG00000026994	2	66082766	66124994	q	2q	qC1.3
Gm28638	ENSMUSG00000100197	2	66125317	66175250	q	2q	qC1.3
Ttc21b	ENSMUSG00000034848	2	66184327	66256617	q	2q	qC1.3
Gm13618	ENSMUSG00000086671	2	66187836	66192813	q	2q	qC1.3
Scn1a	ENSMUSG00000064329	2	66270778	66440840	q	2q	qC1.3
Gm13630	ENSMUSG00000085386	2	66409494	66421588	q	2q	qC1.3
Gm13629	ENSMUSG00000087301	2	66440880	66546026	q	2q	qC1.3
Scn9a	ENSMUSG00000075316	2	66480080	66634962	q	2q	qC1.3
Scn7a	ENSMUSG00000034810	2	66673425	66784914	q	2q	qC1.3
Gm13598	ENSMUSG00000086908	2	67157646	67194735	q	2q	qC1.3
Xirp2	ENSMUSG00000027022	2	67173834	67526615	q	2q	qC1.3
Gm13599	ENSMUSG00000087043	2	67309659	67396491	q	2q	qC1.3
Gm21830	ENSMUSG00000096240	2	67413725	67433086	q	2q	qC1.3
Gm13601	ENSMUSG00000087467	2	67491044	67516525	q	2q	qC1.3
B3galt1	ENSMUSG00000034780	2	67565871	68122689	q	2q	qC1.3
Gm26743	ENSMUSG00000097067	2	67677031	67687282	q	2q	qC1.3
Stk39	ENSMUSG00000027030	2	68210445	68472268	q	2q	qC1.3
Gm13596	ENSMUSG00000085182	2	68476082	68477752	q	2q	qC1.3
Gm49462	ENSMUSG00000115996	2	68566992	68568555	q	2q	qC2
Gm36002	ENSMUSG00000115973	2	68578602	68582260	q	2q	qC2
4933409G03Rik	ENSMUSG00000053896	2	68582413	68616463	q	2q	qC2
4932414N04Rik	ENSMUSG00000079324	2	68656486	68748467	q	2q	qC2
Gm36231	ENSMUSG00000109667	2	68820311	68845252	q	2q	qC2
Cers6	ENSMUSG00000027035	2	68861441	69114282	q	2q	qC2
Nostrin	ENSMUSG00000034738	2	69135800	69189330	q	2q	qC2
Spc25	ENSMUSG00000005233	2	69193895	69206194	q	2q	qC2
G6pc2	ENSMUSG00000005232	2	69211073	69227841	q	2q	qC2
Abcb11	ENSMUSG00000027048	2	69238282	69342616	q	2q	qC2
Gm13613	ENSMUSG00000086819	2	69248307	69272491	q	2q	qC2
Dhrs9	ENSMUSG00000027068	2	69380445	69404533	q	2q	qC2
Lrp2	ENSMUSG00000027070	2	69424340	69586065	q	2q	qC2
Bbs5	ENSMUSG00000063145	2	69647171	69667571	q	2q	qC2
Klhl41	ENSMUSG00000075307	2	69670120	69684230	q	2q	qC2
Fastkd1	ENSMUSG00000027086	2	69686815	69713516	q	2q	qC2
Ppig	ENSMUSG00000042133	2	69722545	69754012	q	2q	qC2
Ccdc173	ENSMUSG00000070883	2	69758033	69789575	q	2q	qC2
Phospho2	ENSMUSG00000027088	2	69789623	69800005	q	2q	qC2
Klhl23	ENSMUSG00000042155	2	69821944	69836651	q	2q	qC2
Ssb	ENSMUSG00000068882	2	69861562	69871846	q	2q	qC2
Mettl5	ENSMUSG00000051730	2	69871198	69885615	q	2q	qC2
Gm13625	ENSMUSG00000089902	2	69871412	69872202	q	2q	qC2
Mettl5os	ENSMUSG00000085735	2	69885728	69888155	q	2q	qC2
Ubr3	ENSMUSG00000044308	2	69897246	70024013	q	2q	qC2
Gm13631	ENSMUSG00000086132	2	70038911	70042406	q	2q	qC2
Myo3b	ENSMUSG00000042064	2	70039126	70429198	q	2q	qC2
Sp5	ENSMUSG00000075304	2	70474923	70477729	q	2q	qC2
Gad1os	ENSMUSG00000087264	2	70489940	70563357	q	2q	qC2
Erich2os	ENSMUSG00000086515	2	70503433	70509199	q	2q	qC2
Erich2	ENSMUSG00000075302	2	70508819	70540884	q	2q	qC2
Gad1	ENSMUSG00000070880	2	70553072	70602014	q	2q	qC2
Gm26558	ENSMUSG00000097025	2	70661149	70662109	q	2q	qC2
Gorasp2	ENSMUSG00000014959	2	70661576	70712636	q	2q	qC2
Tlk1	ENSMUSG00000041997	2	70712407	70825728	q	2q	qC2
Gm13632	ENSMUSG00000085868	2	70877829	70884408	q	2q	qC2
Mettl8	ENSMUSG00000041975	2	70964561	71055583	q	2q	qC2
Dcaf17	ENSMUSG00000041966	2	71055328	71099142	q	2q	qC2
Cybrd1	ENSMUSG00000027015	2	71117923	71142926	q	2q	qC2
Dync1i2	ENSMUSG00000027012	2	71211706	71263303	q	2q	qC2
Slc25a12	ENSMUSG00000027010	2	71271063	71367749	q	2q	qC2
Hat1	ENSMUSG00000027018	2	71388958	71441622	q	2q	qC2
Metap1d	ENSMUSG00000041921	2	71453276	71525194	q	2q	qC2
Dlx1as	ENSMUSG00000084946	2	71516454	71537891	q	2q	qC2
Dlx1	ENSMUSG00000041911	2	71528113	71533981	q	2q	qC2
Dlx2	ENSMUSG00000023391	2	71543408	71546754	q	2q	qC2
Platr26	ENSMUSG00000064263	2	71719417	71730966	q	2q	qC2
Gm13647	ENSMUSG00000087570	2	71737815	71745397	q	2q	qC2
Itga6	ENSMUSG00000027111	2	71745616	71858416	q	2q	qend
Gm13663	ENSMUSG00000086641	2	71747507	71750200	q	2q	qC2
Gm13662	ENSMUSG00000084794	2	71749925	71759801	q	2q	qC2
Pdk1	ENSMUSG00000006494	2	71873224	71903858	q	2q	qC3
Gm13746	ENSMUSG00000087345	2	71956053	71957368	q	2q	qC3
Rapgef4	ENSMUSG00000049044	2	71981240	72257474	q	2q	qC3
Rapgef4os1	ENSMUSG00000085439	2	72097603	72148796	q	2q	qC3
Rapgef4os2	ENSMUSG00000085001	2	72224688	72232302	q	2q	qC3
Rapgef4os3	ENSMUSG00000086231	2	72244965	72248975	q	2q	qC3
Map3k20	ENSMUSG00000004085	2	72285637	72442610	q	2q	qC3
Cdca7	ENSMUSG00000055612	2	72476159	72486893	q	2q	qC3
8430437L04Rik	ENSMUSG00000085252	2	72703510	72729468	q	2q	qC3
6430710C18Rik	ENSMUSG00000085427	2	72745846	72813717	q	2q	qC3
Sp3	ENSMUSG00000027109	2	72936427	72980446	q	2q	qC3
Gm11084	ENSMUSG00000079286	2	72971548	72986716	q	2q	qC3
Sp3os	ENSMUSG00000063714	2	72979424	72988677	q	2q	qC3
Ola1	ENSMUSG00000027108	2	73092801	73218924	q	2q	qC3
Sp9	ENSMUSG00000068859	2	73271925	73284706	q	2q	qC3
Cir1	ENSMUSG00000041777	2	73283105	73312701	q	2q	qC3
Scrn3	ENSMUSG00000008226	2	73312601	73337818	q	2q	qC3
Gpr155	ENSMUSG00000041762	2	73341506	73386572	q	2q	qC3
Gm13703	ENSMUSG00000085519	2	73357268	73364333	q	2q	qC3
Gm13709	ENSMUSG00000086546	2	73370909	73379297	q	2q	qC3
D230022J07Rik	ENSMUSG00000087176	2	73386970	73420498	q	2q	qC3
Gm13707	ENSMUSG00000085768	2	73421909	73429142	q	2q	qC3
Wipf1	ENSMUSG00000075284	2	73429610	73529734	q	2q	qC3
Gm13708	ENSMUSG00000086069	2	73459705	73477602	q	2q	qC3
Chrna1	ENSMUSG00000027107	2	73563215	73580338	q	2q	qC3
Chrna1os	ENSMUSG00000086382	2	73584850	73589208	q	2q	qC3
Chn1os3	ENSMUSG00000086544	2	73596526	73616012	q	2q	qC3
Chn1	ENSMUSG00000056486	2	73610660	73775346	q	2q	qC3
Chn1os1	ENSMUSG00000085838	2	73658270	73660263	q	2q	qC3
Atf2	ENSMUSG00000027104	2	73816509	73892639	q	2q	qC3
Atp5g3	ENSMUSG00000018770	2	73908447	73911326	q	2q	qC3
A630050E04Rik	ENSMUSG00000085387	2	74100924	74102342	q	2q	qC3
Gm28640	ENSMUSG00000099502	2	74130181	74130730	q	2q	qC3
Gm13667	ENSMUSG00000084791	2	74135757	74150834	q	2q	qC3
4930441J16Rik	ENSMUSG00000085405	2	74298940	74307717	q	2q	qC3
Lnpk	ENSMUSG00000009207	2	74520291	74579435	q	2q	qC3
4930445N08Rik	ENSMUSG00000087205	2	74579076	74584544	q	2q	qC3
Evx2	ENSMUSG00000001815	2	74652991	74659557	q	2q	qC3
Hoxd13	ENSMUSG00000001819	2	74668310	74671599	q	2q	qC3
Hoxd12	ENSMUSG00000001823	2	74675013	74677705	q	2q	qC3
Hoxd11	ENSMUSG00000042499	2	74679557	74687016	q	2q	qC3
Hoxd10	ENSMUSG00000050368	2	74691924	74695105	q	2q	qC3
Gm14396	ENSMUSG00000086077	2	74695520	74697365	q	2q	qC3
Gm28793	ENSMUSG00000100209	2	74696768	74697586	q	2q	qC3
Hoxd9	ENSMUSG00000043342	2	74697727	74700208	q	2q	qC3
Hoxd3os1	ENSMUSG00000052371	2	74703248	74716130	q	2q	qC3
Hoxd8	ENSMUSG00000027102	2	74704615	74707933	q	2q	qC3
Hoxd3	ENSMUSG00000079277	2	74711927	74748442	q	2q	qC3
Hoxd4	ENSMUSG00000101174	2	74711929	74729160	q	2q	qC3
Haglr	ENSMUSG00000075277	2	74748422	74762896	q	2q	qC3
Gm14424	ENSMUSG00000085015	2	74752684	74753744	q	2q	qC3
Gm14426	ENSMUSG00000086559	2	74754455	74755097	q	2q	qC3
Hoxd1	ENSMUSG00000042448	2	74762980	74765142	q	2q	qC3
Mtx2	ENSMUSG00000027099	2	74825803	74878431	q	2q	qC3
Gm13652	ENSMUSG00000087333	2	75124871	75137798	q	2q	qC3
2600014E21Rik	ENSMUSG00000100303	2	75138843	75317820	q	2q	qC3
A330043C09Rik	ENSMUSG00000086044	2	75147118	75177658	q	2q	qC3
Gm13658	ENSMUSG00000087504	2	75436057	75444179	q	2q	qC3
Gm13660	ENSMUSG00000086576	2	75458966	75464788	q	2q	qC3
Hnrnpa3	ENSMUSG00000059005	2	75659261	75669407	q	2q	qC3
Nfe2l2	ENSMUSG00000015839	2	75675513	75704641	q	2q	qC3
E030042O20Rik	ENSMUSG00000087222	2	75704770	75710024	q	2q	qC3
Gm13656	ENSMUSG00000087527	2	75729592	75730172	q	2q	qC3
Gm13657	ENSMUSG00000086813	2	75777188	75782306	q	2q	qC3
Agps	ENSMUSG00000042410	2	75832177	75931350	q	2q	qC3
Ttc30b	ENSMUSG00000075273	2	75935849	75938585	q	2q	qC3
Ttc30a2	ENSMUSG00000075272	2	75975740	75978170	q	2q	qC3
Ttc30a1	ENSMUSG00000075271	2	75978247	75981967	q	2q	qC3
Pde11a	ENSMUSG00000075270	2	75989141	76338774	q	2q	qC3
Cyct	ENSMUSG00000056436	2	76353942	76360450	q	2q	qC3
Rbm45	ENSMUSG00000042369	2	76369984	76383768	q	2q	qC3
Osbpl6	ENSMUSG00000042359	2	76406508	76600647	q	2q	qC3
Prkra	ENSMUSG00000002731	2	76629898	76648015	q	2q	qC3
Pjvk	ENSMUSG00000075267	2	76648476	76658556	q	2q	qC3
Fkbp7	ENSMUSG00000002732	2	76663044	76673116	q	2q	qC3
Plekha3	ENSMUSG00000002733	2	76675281	76696828	q	2q	qC3
Ttn	ENSMUSG00000051747	2	76703980	76982547	q	2q	qC3
Gm13938	ENSMUSG00000086354	2	76722776	76786708	q	2q	qC3
Ccdc141	ENSMUSG00000044033	2	77009902	77170636	q	2q	qC3
Sestd1	ENSMUSG00000042272	2	77180340	77280592	q	2q	qC3
Gm13943	ENSMUSG00000085277	2	77314751	77317035	q	2q	qC3
Zfp385b	ENSMUSG00000027016	2	77410634	77819639	q	2q	qC3
Gm13944	ENSMUSG00000085845	2	77462669	77480938	q	2q	qC3
Gm13661	ENSMUSG00000087102	2	77840616	77842936	q	2q	qC3
Gm13727	ENSMUSG00000087353	2	77879753	77881467	q	2q	qC3
Cwc22	ENSMUSG00000027014	2	77881159	77946375	q	2q	qC3
4930440I19Rik	ENSMUSG00000085431	2	78051177	78194430	q	2q	qC3
Gm14461	ENSMUSG00000054510	2	78237547	78302230	q	2q	qC3
Ube2e3	ENSMUSG00000027011	2	78868124	78921293	q	2q	qC3
Itga4	ENSMUSG00000027009	2	79255426	79333123	q	2q	qC3
Cerkl	ENSMUSG00000075256	2	79330543	79456785	q	2q	qC3
Neurod1	ENSMUSG00000034701	2	79452521	79456751	q	2q	qC3
Itprid2	ENSMUSG00000027007	2	79635352	79672966	q	2q	qC3
Ppp1r1c	ENSMUSG00000034683	2	79707780	79818496	q	2q	qC3
Pde1a	ENSMUSG00000059173	2	79834453	80129458	q	2q	qC3
Prdx6b	ENSMUSG00000050114	2	80292472	80295356	q	2q	qC3
Dnajc10	ENSMUSG00000027006	2	80315466	80354043	q	2q	qC3
Gm13752	ENSMUSG00000085921	2	80394897	80400525	q	2q	qC3
Frzb	ENSMUSG00000027004	2	80411970	80447625	q	2q	qC3
Nckap1	ENSMUSG00000027002	2	80500512	80581380	q	2q	qC3
Dusp19	ENSMUSG00000027001	2	80617045	80632361	q	2q	qC3
Nup35	ENSMUSG00000026999	2	80617236	80658906	q	2q	qC3
Zfp804a	ENSMUSG00000070866	2	82053222	82259879	q	2q	qD
A130030D18Rik	ENSMUSG00000087061	2	82375372	82392202	q	2q	qD
Fsip2	ENSMUSG00000075249	2	82943634	83008937	q	2q	qD
Gm28675	ENSMUSG00000102082	2	83100258	83126216	q	2q	qD
Zc3h15	ENSMUSG00000027091	2	83644435	83664622	q	2q	qD
Gm13686	ENSMUSG00000085450	2	83700657	83701116	q	2q	qD
Itgav	ENSMUSG00000027087	2	83724397	83806916	q	2q	qD
Gm13684	ENSMUSG00000085335	2	83737782	83759865	q	2q	qD
Fam171b	ENSMUSG00000048388	2	83812636	83883486	q	2q	qD
Zswim2	ENSMUSG00000034552	2	83915079	83941228	q	2q	qD
Gm13698	ENSMUSG00000094125	2	83955693	83958185	q	2q	qD
Gm13693	ENSMUSG00000094336	2	83961503	83963995	q	2q	qD
Gm13695	ENSMUSG00000096729	2	83967313	83969805	q	2q	qD
Gm13696	ENSMUSG00000096484	2	83973123	83975615	q	2q	qD
Gm13694	ENSMUSG00000096337	2	83978933	83981425	q	2q	qD
Gm13697	ENSMUSG00000095824	2	83984743	83987235	q	2q	qD
Gm13691	ENSMUSG00000079247	2	83990553	83993045	q	2q	qD
Calcrl	ENSMUSG00000059588	2	84330626	84425411	q	2q	qD
Tfpi	ENSMUSG00000027082	2	84432855	84476775	q	2q	qD
Gm13710	ENSMUSG00000087362	2	84500760	84531322	q	2q	qD
Ctnnd1	ENSMUSG00000034101	2	84600071	84650765	q	2q	qD
Btbd18	ENSMUSG00000086598	2	84659079	84668780	q	2q	qD
Selenoh	ENSMUSG00000076437	2	84669215	84670770	q	2q	qD
Tmx2	ENSMUSG00000050043	2	84671316	84679140	q	2q	qD
Med19	ENSMUSG00000027080	2	84678402	84688215	q	2q	qD
Zdhhc5	ENSMUSG00000034075	2	84687970	84715180	q	2q	qD
Clp1	ENSMUSG00000027079	2	84722104	84727350	q	2q	qD
Ypel4	ENSMUSG00000034059	2	84734058	84738655	q	2q	qD
Gm19426	ENSMUSG00000097187	2	84742169	84743655	q	2q	qD
Serping1	ENSMUSG00000023224	2	84765387	84775444	q	2q	qD
Ube2l6	ENSMUSG00000027078	2	84798828	84810335	q	2q	qD
Smtnl1	ENSMUSG00000027077	2	84811176	84822652	q	2q	qD
Timm10	ENSMUSG00000027076	2	84826997	84830213	q	2q	qD
Slc43a1	ENSMUSG00000027075	2	84838850	84863594	q	2q	qD
Rtn4rl2	ENSMUSG00000050896	2	84871924	84886710	q	2q	qD
Slc43a3	ENSMUSG00000027074	2	84936579	84958509	q	2q	qD
Prg2	ENSMUSG00000027073	2	84980461	84983632	q	2q	qD
Prg3	ENSMUSG00000027072	2	84988215	84993886	q	2q	qD
P2rx3	ENSMUSG00000027071	2	84998583	85037462	q	2q	qD
Ssrp1	ENSMUSG00000027067	2	85037234	85047109	q	2q	qD
Tnks1bp1	ENSMUSG00000033955	2	85048022	85073048	q	2q	qD
4930443O20Rik	ENSMUSG00000086969	2	85073614	85086461	q	2q	qD
Aplnr	ENSMUSG00000044338	2	85136225	85139923	q	2q	qD
Gm13713	ENSMUSG00000085135	2	85160778	85193325	q	2q	qD
Lrrc55	ENSMUSG00000075224	2	85162334	85197197	q	2q	qD
Gm13716	ENSMUSG00000086905	2	85196932	85198675	q	2q	qD
Gm13715	ENSMUSG00000085025	2	85233675	85243678	q	2q	qD
Olfr987	ENSMUSG00000075223	2	85330779	85339315	q	2q	qD
Olfr988	ENSMUSG00000075222	2	85352428	85363227	q	2q	qD
Olfr992	ENSMUSG00000075221	2	85398824	85409469	q	2q	qD
Olfr993	ENSMUSG00000075220	2	85413933	85414877	q	2q	qD
Olfr994	ENSMUSG00000075219	2	85429380	85436451	q	2q	qD
Olfr995	ENSMUSG00000075218	2	85437528	85443639	q	2q	qD
4833423E24Rik	ENSMUSG00000075217	2	85483594	85519024	q	2q	qD
Olfr996	ENSMUSG00000111179	2	85579215	85580282	q	2q	qD
Olfr998	ENSMUSG00000111454	2	85588948	85591893	q	2q	qD
Olfr1000	ENSMUSG00000075215	2	85607037	85611903	q	2q	qD
Olfr1002	ENSMUSG00000075214	2	85646057	85650704	q	2q	qD
Olfr154	ENSMUSG00000075212	2	85663377	85664455	q	2q	qD
Olfr1006	ENSMUSG00000075211	2	85673657	85678767	q	2q	qD
Olfr1008	ENSMUSG00000050603	2	85689431	85690372	q	2q	qD
Olfr1009	ENSMUSG00000043226	2	85715419	85725136	q	2q	qD
Olfr1012	ENSMUSG00000075210	2	85757353	85762766	q	2q	qD
Olfr1013	ENSMUSG00000053287	2	85767098	85774649	q	2q	qD
Olfr1014	ENSMUSG00000059379	2	85772713	85778974	q	2q	qD
Olfr1015	ENSMUSG00000033850	2	85782017	85787812	q	2q	qD
Olfr1016	ENSMUSG00000075209	2	85797618	85802544	q	2q	qD
Olfr1018	ENSMUSG00000043892	2	85818479	85824221	q	2q	qD
Olfr1019	ENSMUSG00000075208	2	85839621	85845483	q	2q	qD
Olfr1020	ENSMUSG00000046975	2	85847030	85851794	q	2q	qD
Olfr1022	ENSMUSG00000057761	2	85868594	85869541	q	2q	qD
Olfr1023	ENSMUSG00000050128	2	85885640	85891213	q	2q	qD
Olfr1024	ENSMUSG00000075206	2	85904069	85905052	q	2q	qD
Olfr1025-ps1	ENSMUSG00000058884	2	85915193	85921381	q	2q	qD
Olfr1026	ENSMUSG00000042863	2	85921558	85924623	q	2q	qD
Olfr1028	ENSMUSG00000057207	2	85950437	85953910	q	2q	qD
Olfr1029	ENSMUSG00000059873	2	85973895	85978913	q	2q	qD
Olfr1030	ENSMUSG00000044923	2	85979276	85988294	q	2q	qD
Olfr1031	ENSMUSG00000043267	2	85990304	85993704	q	2q	qD
Olfr1032	ENSMUSG00000042796	2	86005540	86009125	q	2q	qD
Olfr1033	ENSMUSG00000045392	2	86020633	86045171	q	2q	qD
Olfr1034	ENSMUSG00000102091	2	86045861	86050742	q	2q	qD
Olfr1036	ENSMUSG00000099820	2	86073992	86077194	q	2q	qD
Olfr1037	ENSMUSG00000075205	2	86084671	86087385	q	2q	qD
Olfr1039	ENSMUSG00000075204	2	86127995	86135928	q	2q	qD
Olfr1040	ENSMUSG00000075203	2	86145791	86146732	q	2q	qD
Olfr1042	ENSMUSG00000075202	2	86156743	86161838	q	2q	qD
Olfr1043	ENSMUSG00000075201	2	86161890	86167522	q	2q	qD
Olfr1044	ENSMUSG00000075200	2	86168589	86177820	q	2q	qD
Olfr52	ENSMUSG00000075199	2	86179412	86185683	q	2q	qD
Olfr1045	ENSMUSG00000075198	2	86195910	86203009	q	2q	qD
Olfr1046	ENSMUSG00000075197	2	86214987	86219314	q	2q	qD
Olfr1047	ENSMUSG00000075196	2	86226567	86231401	q	2q	qD
Olfr1048	ENSMUSG00000075195	2	86233951	86240289	q	2q	qD
Olfr1049	ENSMUSG00000075194	2	86254357	86258328	q	2q	qD
Olfr1051	ENSMUSG00000075193	2	86273814	86279088	q	2q	qD
Olfr1052	ENSMUSG00000047149	2	86292455	86299233	q	2q	qD
Olfr1053	ENSMUSG00000075192	2	86314343	86315284	q	2q	qD
Olfr1054	ENSMUSG00000075190	2	86332135	86335433	q	2q	qD
Olfr1055	ENSMUSG00000075189	2	86346624	86350284	q	2q	qD
Olfr1056	ENSMUSG00000075188	2	86354398	86362469	q	2q	qD
Olfr1057	ENSMUSG00000075187	2	86372561	86378393	q	2q	qD
Olfr1058	ENSMUSG00000075186	2	86384760	86388561	q	2q	qD
Olfr1061	ENSMUSG00000075185	2	86413109	86414050	q	2q	qD
Olfr1062	ENSMUSG00000090059	2	86420399	86426749	q	2q	qD
Olfr1065	ENSMUSG00000111306	2	86443958	86450591	q	2q	qD
Olfr1066	ENSMUSG00000075181	2	86455328	86456269	q	2q	qD
Olfr228	ENSMUSG00000111772	2	86481921	86487386	q	2q	qD
Olfr1076	ENSMUSG00000060742	2	86508461	86509402	q	2q	qD
Olfr1079	ENSMUSG00000075179	2	86536949	86542480	q	2q	qD
Olfr1080	ENSMUSG00000110912	2	86552675	86558235	q	2q	qD
Olfr1082	ENSMUSG00000111689	2	86593412	86598966	q	2q	qD
Olfr1084	ENSMUSG00000110804	2	86638765	86639725	q	2q	qD
Olfr1085	ENSMUSG00000075176	2	86653665	86662019	q	2q	qD
Olfr1086	ENSMUSG00000075175	2	86676218	86680092	q	2q	qD
Olfr1087	ENSMUSG00000075174	2	86687235	86698395	q	2q	qD
Olfr1089	ENSMUSG00000111711	2	86732584	86733701	q	2q	qD
Olfr1090	ENSMUSG00000075172	2	86752724	86758993	q	2q	qD
Olfr1093	ENSMUSG00000047969	2	86782479	86787616	q	2q	qD
Olfr141	ENSMUSG00000078420	2	86804134	86810018	q	2q	qD
Olfr1094	ENSMUSG00000044213	2	86824663	86830282	q	2q	qD
Olfr1095	ENSMUSG00000075171	2	86850770	86851696	q	2q	qD
Gm13723	ENSMUSG00000086338	2	86869011	86874802	q	2q	qD
Olfr1097	ENSMUSG00000075170	2	86886773	86892216	q	2q	qD
Olfr1098	ENSMUSG00000075169	2	86920949	86924545	q	2q	qD
Olfr1099	ENSMUSG00000075168	2	86955126	86960693	q	2q	qD
Olfr1100	ENSMUSG00000070875	2	86976029	86979954	q	2q	qD
Olfr1101	ENSMUSG00000075167	2	86986291	86991221	q	2q	qD
Olfr1102	ENSMUSG00000049843	2	86998398	87003618	q	2q	qD
Olfr1104	ENSMUSG00000075166	2	87020703	87027080	q	2q	qD
Olfr1105	ENSMUSG00000075165	2	87031260	87036531	q	2q	qD
Olfr1106	ENSMUSG00000075164	2	87046811	87052273	q	2q	qD
Olfr1107	ENSMUSG00000075163	2	87068671	87075817	q	2q	qD
Olfr1109	ENSMUSG00000075161	2	87091195	87096008	q	2q	qD
Olfr259	ENSMUSG00000075160	2	87104578	87114567	q	2q	qD
Olfr1110	ENSMUSG00000075159	2	87133673	87140300	q	2q	qD
Olfr1111	ENSMUSG00000075158	2	87149181	87152624	q	2q	qD
Olfr1112	ENSMUSG00000044487	2	87187798	87192767	q	2q	qD
Olfr1113	ENSMUSG00000070857	2	87208970	87214650	q	2q	qD
Olfr1115	ENSMUSG00000070856	2	87248013	87253868	q	2q	qD
Olfr1116	ENSMUSG00000070855	2	87267534	87278262	q	2q	qD
Olfr1118	ENSMUSG00000083706	2	87307581	87313621	q	2q	qD
Olfr1120	ENSMUSG00000081234	2	87354815	87361786	q	2q	qD
Olfr1121	ENSMUSG00000070852	2	87369895	87373469	q	2q	qD
Olfr1122	ENSMUSG00000047594	2	87385849	87391930	q	2q	qD
Olfr1123	ENSMUSG00000043274	2	87416635	87423211	q	2q	qD
Olfr1124	ENSMUSG00000050772	2	87430275	87436623	q	2q	qD
Olfr1126	ENSMUSG00000058194	2	87453962	87458911	q	2q	qD
Pramel7	ENSMUSG00000025839	2	87489087	87497093	q	2q	qD
Pramel6	ENSMUSG00000025838	2	87506565	87510872	q	2q	qD
Olfr153	ENSMUSG00000061520	2	87531796	87533053	q	2q	qD
Olfr1128	ENSMUSG00000075156	2	87544607	87545542	q	2q	qD
Olfr1129	ENSMUSG00000062272	2	87573902	87577259	q	2q	qD
Olfr1130	ENSMUSG00000059205	2	87606212	87609852	q	2q	qD
Olfr1131	ENSMUSG00000068819	2	87627104	87630203	q	2q	qD
Olfr1132	ENSMUSG00000068818	2	87632583	87637535	q	2q	qD
