GeneName	GeneID	chr	start	stop	arm	chr_arm	band
GAK	ENSG00000178950	4	843064	926161	p	4p	p16.3
TMEM175	ENSG00000127419	4	926175	952444	p	4p	p16.3
SLC26A1	ENSG00000145217	4	972861	987228	p	4p	p16.3
SLBP	ENSG00000163950	4	1694527	1714282	p	4p	p16.3
TMEM129	ENSG00000168936	4	1717679	1723085	p	4p	p16.3
WHSC1	ENSG00000109685	4	1873151	1983934	p	4p	p16.3
NELFA	ENSG00000185049	4	1984441	2043630	p	4p	p16.3
POLN	ENSG00000130997	4	2073645	2243848	p	4p	p16.3
MXD4	ENSG00000123933	4	2249159	2264021	p	4p	p16.3
RNF4	ENSG00000063978	4	2463947	2627047	p	4p	p16.3
ADD1	ENSG00000087274	4	2845584	2931803	p	4p	p16.3
HTT	ENSG00000197386	4	3076408	3245676	p	4p	p16.3
RGS12	ENSG00000159788	4	3294755	3441640	p	4p	p16.3
LRPAP1	ENSG00000163956	4	3508103	3534286	p	4p	p16.3
TMEM128	ENSG00000132406	4	4237269	4249950	p	4p	p16.3
STX18	ENSG00000168818	4	4417469	4544073	p	4p	
STX18-AS1	ENSG00000247708	4	4543858	4712665	p	4p	p16.2
MAN2B2	ENSG00000013288	4	6576902	6625089	p	4p	p16.1
MRFAP1	ENSG00000179010	4	6641818	6644472	p	4p	p16.1
MRFAP1L1	ENSG00000178988	4	6709428	6711607	p	4p	p16.1
KIAA0232	ENSG00000170871	4	6783102	6885897	p	4p	p16.1
GRPEL1	ENSG00000109519	4	7060633	7069924	p	4p	p16.1
SORCS2	ENSG00000184985	4	7194265	7744554	p	4p	p16.1
AFAP1	ENSG00000196526	4	7760441	7941653	p	4p	p16.1
ACOX3	ENSG00000087008	4	8368009	8442450	p	4p	p16.1
HS3ST1	ENSG00000002587	4	11394774	11431389	p	4p	p15.33
RP11-281P23.2	ENSG00000249631	4	11627338	11815582	p	4p	p15.33
RAB28	ENSG00000157869	4	13362978	13485989	p	4p	p15.33
CPEB2	ENSG00000137449	4	15004298	15071777	p	4p	p15.33
RP11-665G4.1	ENSG00000249252	4	15006566	15429538	p	4p	
CC2D2A	ENSG00000048342	4	15471489	15603180	p	4p	p15.32
FBXL5	ENSG00000118564	4	15606162	15683302	p	4p	p15.32
QDPR	ENSG00000151552	4	17461884	17513857	p	4p	p15.32
LAP3	ENSG00000002549	4	17578815	17609595	p	4p	p15.32
AC006160.5	ENSG00000249502	4	17589090	17616194	p	4p	p15.32
MED28	ENSG00000118579	4	17616254	17635728	p	4p	p15.32
LCORL	ENSG00000178177	4	17842822	18023499	p	4p	p15.31
RP11-608O21.1	ENSG00000248515	4	19457059	19911315	p	4p	p15.31
SLIT2	ENSG00000145147	4	20254883	20622184	p	4p	p15.31
DHX15	ENSG00000109606	4	24519064	24586173	p	4p	p15.2
ANAPC4	ENSG00000053900	4	25378835	25420120	p	4p	p15.2
SMIM20	ENSG00000250317	4	25863452	25931435	p	4p	p15.2
RBPJ	ENSG00000168214	4	26165077	26436541	p	4p	p15.2
ARAP2	ENSG00000047365	4	35949843	36246131	p	4p	p14
C4orf19	ENSG00000154274	4	37455563	37625117	p	4p	p14
RELL1	ENSG00000181826	4	37592422	37687998	p	4p	p14
PGM2	ENSG00000169299	4	37828255	37864558	p	4p	p14
KLF3	ENSG00000109787	4	38665817	38702663	p	4p	p14
TMEM156	ENSG00000121895	4	38968365	39034542	p	4p	p14
KLHL5	ENSG00000109790	4	39046659	39128477	p	4p	p14
RFC1	ENSG00000035928	4	39289076	39367995	p	4p	p14
RPL9	ENSG00000163682	4	39455744	39460568	p	4p	p14
UGDH-AS1	ENSG00000249348	4	39529639	39596327	p	4p	p14
SMIM14	ENSG00000163683	4	39547950	39640710	p	4p	p14
UBE2K	ENSG00000078140	4	39699664	39784412	p	4p	p14
PDS5A	ENSG00000121892	4	39824483	39979576	p	4p	p14
RBM47	ENSG00000163694	4	40425272	40632892	p	4p	p14
APBB2	ENSG00000163697	4	40812044	41218731	p	4p	
RP11-632F7.3	ENSG00000250906	4	40814796	40828168	p	4p	p14
UCHL1	ENSG00000154277	4	41258430	41270472	p	4p	p13
LIMCH1	ENSG00000064042	4	41361624	41702061	p	4p	p13
SLC30A9	ENSG00000014824	4	41992489	42092474	p	4p	p13
ATP8A1	ENSG00000124406	4	42410390	42659122	p	4p	p13
KCTD8	ENSG00000183783	4	44175926	44450824	p	4p	p13
GABRB1	ENSG00000163288	4	46995740	47428461	p	4p	p12
FRYL	ENSG00000075539	4	48499378	48782339	p	4p	p11
OCIAD1	ENSG00000109180	4	48807229	48863834	p	4p	p11
SGCB	ENSG00000163069	4	52886872	52904648	q	4q	q12
SCFD2	ENSG00000184178	4	53739149	54232242	q	4q	q12
FIP1L1	ENSG00000145216	4	54243810	55161439	q	4q	q12
SRD5A3	ENSG00000128039	4	56212276	56239263	q	4q	q12
TMEM165	ENSG00000134851	4	56262124	56319564	q	4q	q12
AASDH	ENSG00000157426	4	57204456	57253666	q	4q	q12
SRP72	ENSG00000174780	4	57333081	57369839	q	4q	q12
NOA1	ENSG00000084092	4	57829536	57844989	q	4q	q12
POLR2B	ENSG00000047315	4	57843888	57897334	q	4q	q12
LPHN3	ENSG00000150471	4	62066976	62944053	q	4q	q13.1
CENPC	ENSG00000145241	4	68337521	68411324	q	4q	q13.2
UBA6	ENSG00000033178	4	68478370	68566897	q	4q	q13.2
UBA6-AS1	ENSG00000248049	4	68566998	68946670	q	4q	q13.2
TMPRSS11A	ENSG00000187054	4	68775103	68829858	q	4q	q13.2
YTHDC1	ENSG00000083896	4	69176105	69215807	q	4q	q13.2
RUFY3	ENSG00000018189	4	71569921	71673032	q	4q	q13.3
GRSF1	ENSG00000132463	4	71681499	71705662	q	4q	q13.3
MOB1B	ENSG00000173542	4	71768043	71888166	q	4q	q13.3
DCK	ENSG00000156136	4	71858255	71896631	q	4q	q13.3
ANKRD17	ENSG00000132466	4	73939093	74124515	q	4q	q13.3
G3BP2	ENSG00000138757	4	76567966	76649709	q	4q	q21.1
USO1	ENSG00000138768	4	76649777	76735382	q	4q	q21.1
NAAA	ENSG00000138744	4	76831809	76862204	q	4q	q21.1
NUP54	ENSG00000138750	4	77035812	77069668	q	4q	q21.1
SCARB2	ENSG00000138760	4	77079890	77135046	q	4q	q21.1
FAM47E-STBD1	ENSG00000272414	4	77172874	77232282	q	4q	q21.1
FAM47E-STBD1	ENSG00000118804	4	77172886	77232752	q	4q	q21.1
CCNI	ENSG00000118816	4	77968311	77997158	q	4q	q21.1
CNOT6L	ENSG00000138767	4	78634541	78740769	q	4q	q21.1
FRAS1	ENSG00000138759	4	78978724	79465423	q	4q	q21.21
LINC01094	ENSG00000251442	4	79567057	79603853	q	4q	q21.21
BMP2K	ENSG00000138756	4	79697496	79837526	q	4q	q21.21
PAQR3	ENSG00000163291	4	79808281	79860592	q	4q	q21.21
C4orf22	ENSG00000197826	4	81256874	81884910	q	4q	q21.21
RASGEF1B	ENSG00000138670	4	82347547	82965397	q	4q	
HNRNPD	ENSG00000138668	4	83273651	83295656	q	4q	q21.22
HNRNPDL	ENSG00000152795	4	83343717	83351294	q	4q	q21.22
ENOPH1	ENSG00000145293	4	83351715	83382244	q	4q	q21.22
SCD5	ENSG00000145284	4	83550692	83720010	q	4q	q21.22
SEC31A	ENSG00000138674	4	83739814	83822319	q	4q	q21.22
COPS4	ENSG00000138663	4	83955600	83996971	q	4q	q21.22
HPSE	ENSG00000173083	4	84213614	84256306	q	4q	q21.23
WDFY3	ENSG00000163625	4	85590704	85887544	q	4q	q21.23
ARHGAP24	ENSG00000138639	4	86396267	86923823	q	4q	
MAPK10	ENSG00000109339	4	86936276	87515284	q	4q	q21.3
AFF1	ENSG00000172493	4	87856154	88062206	q	4q	
HSD17B11	ENSG00000198189	4	88257762	88312538	q	4q	q22.1
PKD2	ENSG00000118762	4	88928820	88998929	q	4q	q22.1
PYURF	ENSG00000145337	4	89442136	89444964	q	4q	q22.1
HERC3	ENSG00000138641	4	89442199	89629693	q	4q	q22.1
PIGY	ENSG00000255072	4	89442724	89442940	q	4q	q22.1
RP11-115D19.1	ENSG00000251095	4	90472507	90647654	q	4q	q22.1
SNCA	ENSG00000145335	4	90645250	90759466	q	4q	q22.1
CCSER1	ENSG00000184305	4	91048686	92523064	q	4q	q22.1
GRID2	ENSG00000152208	4	93225550	94695707	q	4q	
SMARCAD1	ENSG00000163104	4	95128762	95212443	q	4q	q22.3
PDLIM5	ENSG00000163110	4	95373037	95589377	q	4q	q22.3
UNC5C	ENSG00000182168	4	96083655	96470357	q	4q	q22.3
STPG2	ENSG00000163116	4	98105244	99064391	q	4q	
RAP1GDS1	ENSG00000138698	4	99182535	99365012	q	4q	q23
TSPAN5	ENSG00000168785	4	99391518	99579780	q	4q	q23
METAP1	ENSG00000164024	4	99916771	99983964	q	4q	q23
ADH5	ENSG00000197894	4	99992132	100009952	q	4q	q23
DNAJB14	ENSG00000164031	4	100817405	100867883	q	4q	q23
PPP3CA	ENSG00000138814	4	101944566	102269435	q	4q	q24
NFKB1	ENSG00000109320	4	103422486	103538459	q	4q	q24
MANBA	ENSG00000109323	4	103552660	103682151	q	4q	q24
UBE2D3	ENSG00000109332	4	103715540	103790053	q	4q	q24
SLC9B2	ENSG00000164038	4	103941025	104006986	q	4q	q24
RP11-556I14.2	ENSG00000248242	4	105575031	105887950	q	4q	q24
TET2	ENSG00000168769	4	106067032	106200973	q	4q	q24
PPA2	ENSG00000138777	4	106290234	106395238	q	4q	q24
ARHGEF38	ENSG00000236699	4	106473777	106629250	q	4q	q24
INTS12	ENSG00000138785	4	106603784	106817143	q	4q	q24
GSTCD	ENSG00000138780	4	106629935	106768885	q	4q	q24
TBCK	ENSG00000145348	4	106962756	107242652	q	4q	q24
AIMP1	ENSG00000164022	4	107236701	107270383	q	4q	q24
DKK2	ENSG00000155011	4	107842959	108204963	q	4q	q25
PAPSS1	ENSG00000138801	4	108511433	108641608	q	4q	q25
RP11-286E11.1	ENSG00000245293	4	108784635	108899955	q	4q	q25
CYP2U1	ENSG00000155016	4	108852525	108874613	q	4q	q25
HADH	ENSG00000138796	4	108910870	108956331	q	4q	q25
SEC24B	ENSG00000138802	4	110354928	110462052	q	4q	q25
CCDC109B	ENSG00000005059	4	110481361	110609874	q	4q	q25
CASP6	ENSG00000138794	4	110609785	110624739	q	4q	q25
ALPK1	ENSG00000073331	4	113206665	113363776	q	4q	q25
LARP7	ENSG00000174720	4	113558120	113578748	q	4q	q25
MIR302B	ENSG00000249532	4	113567632	113571207	q	4q	q25
ANK2	ENSG00000145362	4	113739265	114304896	q	4q	
RP11-650J17.1	ENSG00000248152	4	113900746	113993118	q	4q	q25
CAMK2D	ENSG00000145349	4	114372188	114683083	q	4q	q26
UGT8	ENSG00000174607	4	115519611	115599380	q	4q	q26
USP53	ENSG00000145390	4	120133742	120216672	q	4q	q26
C4orf3	ENSG00000164096	4	120218207	120225600	q	4q	q26
ANXA5	ENSG00000164111	4	122589110	122618268	q	4q	q27
EXOSC9	ENSG00000123737	4	122722472	122738176	q	4q	q27
KIAA1109	ENSG00000138688	4	123073488	123283913	q	4q	q27
SPATA5	ENSG00000145375	4	123844229	124240605	q	4q	q28.1
C4orf33	ENSG00000151470	4	130014472	130037795	q	4q	q28.2
PCDH10	ENSG00000138650	4	134070470	134129356	q	4q	q28.3
NDUFC1	ENSG00000109390	4	140188034	140223705	q	4q	q31.1
NAA15	ENSG00000164134	4	140222609	140341187	q	4q	q31.1
SETD7	ENSG00000145391	4	140417095	140527853	q	4q	q31.1
MGST2	ENSG00000085871	4	140586922	140661899	q	4q	q31.1
MAML3	ENSG00000196782	4	140637907	141075338	q	4q	q31.1
SCOC	ENSG00000153130	4	141178440	141306880	q	4q	q31.1
RNF150	ENSG00000170153	4	141780961	142134031	q	4q	q31.21
USP38	ENSG00000170185	4	144106070	144144983	q	4q	q31.21
GAB1	ENSG00000109458	4	144257915	144395721	q	4q	q31.21
SMARCA5	ENSG00000153147	4	144434616	144478639	q	4q	q31.21
ABCE1	ENSG00000164163	4	146019084	146050331	q	4q	q31.21
OTUD4	ENSG00000164164	4	146031990	146101313	q	4q	q31.21
TMEM184C	ENSG00000164168	4	148538534	148593195	q	4q	q31.23
DCLK2	ENSG00000170390	4	150999426	151178609	q	4q	
LRBA	ENSG00000198589	4	151185594	151936879	q	4q	q31.3
RPS3A	ENSG00000145425	4	152020725	152025804	q	4q	q31.3
SH3D19	ENSG00000109686	4	152023903	152246784	q	4q	q31.3
PET112	ENSG00000059691	4	152591656	152682175	q	4q	q31.3
FBXW7	ENSG00000109670	4	153242410	153457253	q	4q	q31.3
ARFIP1	ENSG00000164144	4	153701089	153839615	q	4q	q31.3
TRIM2	ENSG00000109654	4	154073494	154260472	q	4q	q31.3
FAM198B	ENSG00000164125	4	159045626	159094470	q	4q	q32.1
RP11-597D13.9	ENSG00000248429	4	159091904	159124029	q	4q	q32.1
TMEM144	ENSG00000164124	4	159122756	159176563	q	4q	q32.1
C4orf46	ENSG00000205208	4	159587831	159593407	q	4q	q32.1
ETFDH	ENSG00000171503	4	159593277	159630775	q	4q	q32.1
PPID	ENSG00000171497	4	159630286	159644548	q	4q	q32.1
FNIP2	ENSG00000052795	4	159690290	159829201	q	4q	q32.1
RAPGEF2	ENSG00000109756	4	160025330	160281321	q	4q	q32.1
FSTL5	ENSG00000168843	4	162305049	163085187	q	4q	q32.2
NAF1	ENSG00000145414	4	164031225	164088073	q	4q	q32.2
MARCH1	ENSG00000145416	4	164445450	165305202	q	4q	
KLHL2	ENSG00000109466	4	166128770	166244308	q	4q	q32.3
SPOCK3	ENSG00000196104	4	167654535	168155947	q	4q	q32.3
DDX60L	ENSG00000181381	4	169277886	169458937	q	4q	q32.3
CBR4	ENSG00000145439	4	169784921	169931426	q	4q	q32.3
SH3RF1	ENSG00000154447	4	170015407	170192256	q	4q	
NEK1	ENSG00000137601	4	170314426	170533780	q	4q	q33
CLCN3	ENSG00000109572	4	170533784	170644824	q	4q	q33
C4orf27	ENSG00000056050	4	170650616	170679104	q	4q	q33
GALNT7	ENSG00000109586	4	174089904	174245118	q	4q	q34.1
RP11-798M19.3	ENSG00000248774	4	174243357	174250845	q	4q	q34.1
SCRG1	ENSG00000164106	4	174305852	174327531	q	4q	q34.1
GPM6A	ENSG00000150625	4	176554085	176923815	q	4q	q34.2
SPCS3	ENSG00000129128	4	177241115	177253396	q	4q	q34.2
TENM3	ENSG00000218336	4	183065140	183724177	q	4q	
WWC2	ENSG00000151718	4	184020446	184241930	q	4q	q35.1
TRAPPC11	ENSG00000168538	4	184580420	184634745	q	4q	q35.1
IRF2	ENSG00000168310	4	185308867	185395734	q	4q	q35.1
RP11-326I11.4	ENSG00000271538	4	185427614	185458708	q	4q	q35.1
CASP3	ENSG00000164305	4	185548850	185570663	q	4q	q35.1
PRIMPOL	ENSG00000164306	4	185570767	185616117	q	4q	q35.1
ACSL1	ENSG00000151726	4	185676749	185747972	q	4q	q35.1
SLC25A4	ENSG00000151729	4	186064395	186071536	q	4q	q35.1
SORBS2	ENSG00000154556	4	186506598	186877806	q	4q	q35.1
SDHA	ENSG00000073578	5	218356	256815	p	5p	p15.33
CEP72	ENSG00000112877	5	612387	667283	p	5p	p15.33
TPPP	ENSG00000171368	5	660883	693510	p	5p	p15.33
KIAA0947	ENSG00000164151	5	5420777	5490347	p	5p	p15.32
MED10	ENSG00000133398	5	6371994	6378707	p	5p	p15.31
MTRR	ENSG00000124275	5	7851299	7906138	p	5p	p15.31
SEMA5A	ENSG00000112902	5	9035138	9546187	p	5p	p15.31
CCT5	ENSG00000150753	5	10250033	10266524	p	5p	p15.2
CTD-2256P15.4	ENSG00000271980	5	10264709	10267258	p	5p	p15.2
MARCH6	ENSG00000145495	5	10353815	10440500	p	5p	p15.2
DAP	ENSG00000112977	5	10679342	10761384	p	5p	p15.2
TRIO	ENSG00000038382	5	14143811	14532235	p	5p	p15.2
FAM105A	ENSG00000145569	5	14581884	14615116	p	5p	p15.2
FAM105B	ENSG00000154124	5	14664773	14699820	p	5p	p15.2
ANKH	ENSG00000154122	5	14704910	14871887	p	5p	p15.2
FBXL7	ENSG00000183580	5	15500305	15939900	p	5p	p15.1
ZNF622	ENSG00000173545	5	16451628	16465901	p	5p	p15.1
CDH12	ENSG00000154162	5	21750782	22853731	p	5p	p14.3
C5orf17	ENSG00000248874	5	23951457	24178372	p	5p	p14.2
GOLPH3	ENSG00000113384	5	32124810	32174456	p	5p	p13.3
ZFR	ENSG00000056097	5	32354456	32444867	p	5p	p13.3
SUB1	ENSG00000113387	5	32531739	32604185	p	5p	p13.3
CTD-2066L21.3	ENSG00000250697	5	32925745	33298016	p	5p	p13.3
TARS	ENSG00000113407	5	33440802	33469644	p	5p	p13.3
RP11-1084J3.4	ENSG00000273294	5	33987279	34124633	p	5p	p13.2
SLC1A3	ENSG00000079215	5	36606457	36688436	p	5p	p13.2
CTD-2353F22.1	ENSG00000250155	5	36666316	36725297	p	5p	p13.2
NIPBL	ENSG00000164190	5	36876861	37066515	p	5p	p13.2
C5orf42	ENSG00000197603	5	37106330	37249530	p	5p	p13.2
WDR70	ENSG00000082068	5	37379314	37753537	p	5p	p13.2
LIFR	ENSG00000113594	5	38475065	38608456	p	5p	p13.1
OSMR	ENSG00000145623	5	38845960	38945698	p	5p	p13.1
RICTOR	ENSG00000164327	5	38938021	39074510	p	5p	p13.1
FYB	ENSG00000082074	5	39105338	39274630	p	5p	p13.1
RPL37	ENSG00000145592	5	40825364	40835437	p	5p	p13.1
OXCT1	ENSG00000083720	5	41730167	41870621	p	5p	p13.1
FBXO4	ENSG00000151876	5	41925356	41941845	p	5p	p13.1
CCDC152	ENSG00000198865	5	42756903	42802462	p	5p	p12
SEPP1	ENSG00000250722	5	42799982	42887494	p	5p	p12
CTD-2325A15.5	ENSG00000272234	5	42806496	42807099	p	5p	p12
NNT-AS1	ENSG00000248092	5	43571696	43603332	p	5p	p12
NNT	ENSG00000112992	5	43602794	43707507	p	5p	p12
EMB	ENSG00000170571	5	49692026	49739082	q	5q	q11.1
ITGA2	ENSG00000164171	5	52285156	52390609	q	5q	q11.2
ARL15	ENSG00000185305	5	53179775	53606412	q	5q	q11.2
SNX18	ENSG00000178996	5	53813589	53842415	q	5q	q11.2
SKIV2L2	ENSG00000039123	5	54603588	54721409	q	5q	q11.2
PPAP2A	ENSG00000067113	5	54720682	54830878	q	5q	q11.2
IL6ST	ENSG00000134352	5	55230923	55290821	q	5q	q11.2
CTD-2031P19.5	ENSG00000262211	5	55231971	55237555	q	5q	q11.2
MIER3	ENSG00000155545	5	56215429	56267502	q	5q	q11.2
GPBP1	ENSG00000062194	5	56469775	56560506	q	5q	q11.2
PDE4D	ENSG00000113448	5	58264865	59817947	q	5q	
ELOVL7	ENSG00000164181	5	60047618	60140216	q	5q	q12.1
SMIM15	ENSG00000188725	5	60453536	60458301	q	5q	q12.1
ZSWIM6	ENSG00000130449	5	60628100	60841997	q	5q	q12.1
KIF2A	ENSG00000068796	5	61601989	61833076	q	5q	q12.1
SREK1IP1	ENSG00000153006	5	64013971	64064512	q	5q	q12.3
CWC27	ENSG00000153015	5	64064757	64314590	q	5q	q12.3
PPWD1	ENSG00000113593	5	64859063	64883376	q	5q	q12.3
TRAPPC13	ENSG00000113597	5	64920543	64962060	q	5q	q12.3
NLN	ENSG00000123213	5	65018023	65167553	q	5q	q12.3
ERBB2IP	ENSG00000112851	5	65222303	65378377	q	5q	q12.3
CDK7	ENSG00000134058	5	68530668	68573250	q	5q	q13.2
BDP1	ENSG00000145734	5	70751442	70863649	q	5q	q13.2
MCCC2	ENSG00000131844	5	70883115	70954531	q	5q	q13.2
MAP1B	ENSG00000131711	5	71403061	71505395	q	5q	q13.2
MRPS27	ENSG00000113048	5	71515236	71616473	q	5q	q13.2
TNPO1	ENSG00000083312	5	72112139	72212560	q	5q	q13.2
FCHO2	ENSG00000157107	5	72251808	72386349	q	5q	q13.2
BTF3	ENSG00000145741	5	72794233	72801460	q	5q	q13.2
HEXB	ENSG00000049860	5	73935848	74018472	q	5q	q13.3
COL4A3BP	ENSG00000113163	5	74664311	74807963	q	5q	q13.3
POLK	ENSG00000122008	5	74807581	74896969	q	5q	q13.3
SV2C	ENSG00000122012	5	75378997	75649764	q	5q	q13.3
WDR41	ENSG00000164253	5	76721795	76916436	q	5q	
TBCA	ENSG00000171530	5	76986991	77164604	q	5q	q14.1
AP3B1	ENSG00000132842	5	77296349	77590579	q	5q	q14.1
SCAMP1	ENSG00000085365	5	77656339	77776562	q	5q	q14.1
LHFPL2	ENSG00000145685	5	77781038	78065844	q	5q	q14.1
ARSB	ENSG00000113273	5	78073032	78281910	q	5q	q14.1
PAPD4	ENSG00000164329	5	78907943	78982471	q	5q	q14.1
SERINC5	ENSG00000164300	5	79407050	79551898	q	5q	q14.1
CTC-458I2.2	ENSG00000251675	5	79424184	79439706	q	5q	q14.1
ZFYVE16	ENSG00000039319	5	79703832	79775169	q	5q	q14.1
MSH3	ENSG00000113318	5	79950467	80172279	q	5q	q14.1
RASGRF2	ENSG00000113319	5	80256491	80525975	q	5q	q14.1
CKMT2-AS1	ENSG00000247572	5	80499903	80597379	q	5q	q14.1
SSBP2	ENSG00000145687	5	80708840	81047616	q	5q	q14.1
ATG10	ENSG00000152348	5	81267844	81572676	q	5q	
RPS23	ENSG00000186468	5	81569177	81574396	q	5q	q14.2
TMEM167A	ENSG00000174695	5	82348665	82373682	q	5q	q14.2
XRCC4	ENSG00000152422	5	82373317	82649606	q	5q	q14.2
EDIL3	ENSG00000164176	5	83236373	83680611	q	5q	q14.3
CTD-2269F5.1	ENSG00000250320	5	83680245	83786583	q	5q	q14.3
RASA1	ENSG00000145715	5	86563705	86687748	q	5q	q14.3
CCNH	ENSG00000134480	5	86687311	86708836	q	5q	q14.3
CTC-467M3.1	ENSG00000245864	5	87972036	88018648	q	5q	q14.3
MEF2C	ENSG00000081189	5	88013975	88199922	q	5q	q14.3
LYSMD3	ENSG00000176018	5	89811428	89825401	q	5q	q14.3
ARRDC3	ENSG00000113369	5	90664541	90679176	q	5q	q14.3
FAM172A	ENSG00000113391	5	92953775	93447404	q	5q	q15
KIAA0825	ENSG00000185261	5	93488671	93954309	q	5q	q15
TTC37	ENSG00000198677	5	94799599	94890711	q	5q	q15
RHOBTB3	ENSG00000164292	5	95049226	95160087	q	5q	q15
GLRX	ENSG00000173221	5	95087023	95158709	q	5q	q15
CAST	ENSG00000153113	5	95860971	96115299	q	5q	q15
ERAP1	ENSG00000164307	5	96096521	96143803	q	5q	q15
LNPEP	ENSG00000113441	5	96271098	96373219	q	5q	q15
CHD1	ENSG00000153922	5	98190908	98262240	q	5q	
CTD-2007H13.3	ENSG00000248489	5	98264875	98330717	q	5q	q21.1
FAM174A	ENSG00000174132	5	99871009	99922445	q	5q	q21.1
ST8SIA4	ENSG00000113532	5	100142639	100238970	q	5q	q21.1
PPIP5K2	ENSG00000145725	5	102455853	102548500	q	5q	q21.1
FBXL17	ENSG00000145743	5	107194736	107717799	q	5q	q21.3
FER	ENSG00000151422	5	108083523	108532542	q	5q	q21.3
PJA2	ENSG00000198961	5	108670410	108745695	q	5q	q21.3
MAN2A1	ENSG00000112893	5	109025067	109205326	q	5q	q21.3
SLC25A46	ENSG00000164209	5	110073837	110100857	q	5q	q22.1
EPB41L4A	ENSG00000129595	5	111478138	111755013	q	5q	
CTC-487M23.8	ENSG00000272869	5	112196885	112228776	q	5q	q22.2
REEP5	ENSG00000129625	5	112212084	112258236	q	5q	q22.2
PGGT1B	ENSG00000164219	5	114546527	114598569	q	5q	q22.3
CCDC112	ENSG00000164221	5	114602885	114632528	q	5q	q22.3
TICAM2	ENSG00000243414	5	114914339	114961876	q	5q	q22.3
TMED7-TICAM2	ENSG00000251201	5	114914339	114961858	q	5q	q22.3
AC010226.4	ENSG00000249249	5	114937754	114956356	q	5q	q22.3
TMED7	ENSG00000134970	5	114949205	114968689	q	5q	q22.3
AP3S1	ENSG00000177879	5	115177178	115249778	q	5q	
CTD-2287O16.3	ENSG00000268714	5	115358088	115394625	q	5q	q23.1
ARL14EPL	ENSG00000268223	5	115387163	115395815	q	5q	q23.1
COMMD10	ENSG00000145781	5	115420688	115748459	q	5q	q23.1
SEMA6A	ENSG00000092421	5	115779312	115910630	q	5q	q23.1
CTB-118N6.3	ENSG00000248445	5	115783243	115843972	q	5q	q23.1
DTWD2	ENSG00000169570	5	118173017	118324240	q	5q	q23.1
DMXL1	ENSG00000172869	5	118373467	118584833	q	5q	q23.1
HSD17B4	ENSG00000133835	5	118788138	118972894	q	5q	q23.1
SRFBP1	ENSG00000151304	5	121297656	121411265	q	5q	
SNX2	ENSG00000205302	5	122110691	122165803	q	5q	q23.2
SNX24	ENSG00000064652	5	122179134	122365049	q	5q	q23.2
CSNK1G3	ENSG00000151292	5	122847793	122952739	q	5q	q23.2
ZNF608	ENSG00000168916	5	123972608	124084500	q	5q	q23.2
GRAMD3	ENSG00000155324	5	125695824	125832186	q	5q	q23.2
RP11-517I3.1	ENSG00000250602	5	125769197	125826063	q	5q	q23.2
MARCH3	ENSG00000173926	5	126203406	126366500	q	5q	q23.2
CTC-228N24.3	ENSG00000245937	5	127276118	127418864	q	5q	
SLC12A2	ENSG00000064651	5	127419458	127525380	q	5q	q23.3
HINT1	ENSG00000169567	5	130494720	130507428	q	5q	q23.3
CDC42SE2	ENSG00000158985	5	130581186	130734140	q	5q	
RAPGEF6	ENSG00000158987	5	130759614	130970929	q	5q	q31.1
CTC-432M15.3	ENSG00000273217	5	130761584	131132676	q	5q	q31.1
FNIP1	ENSG00000217128	5	130977407	131132710	q	5q	q31.1
AC004237.1	ENSG00000230612	5	132024373	132057275	q	5q	q31.1
KIF3A	ENSG00000131437	5	132028320	132073330	q	5q	q31.1
SEPT8	ENSG00000164402	5	132086509	132142933	q	5q	q31.1
AFF4	ENSG00000072364	5	132211071	132299326	q	5q	q31.1
C5orf15	ENSG00000113583	5	133291201	133304478	q	5q	q31.1
VDAC1	ENSG00000213585	5	133307606	133340824	q	5q	q31.1
SKP1	ENSG00000113558	5	133484633	133512729	q	5q	q31.1
CTD-2410N18.5	ENSG00000272772	5	133502861	133561762	q	5q	q31.1
UBE2B	ENSG00000119048	5	133706870	133727683	q	5q	q31.1
SAR1B	ENSG00000152700	5	133936834	133984961	q	5q	q31.1
CAMLG	ENSG00000164615	5	134074191	134087847	q	5q	q31.1
DDX46	ENSG00000145833	5	134094469	134190823	q	5q	q31.1
C5orf66	ENSG00000224186	5	134368970	134691744	q	5q	q31.1
SPOCK1	ENSG00000152377	5	136310987	136934068	q	5q	q31.2
FAM13B	ENSG00000031003	5	137273649	137387650	q	5q	q31.2
BRD8	ENSG00000112983	5	137475455	137514675	q	5q	q31.2
FAM53C	ENSG00000120709	5	137667624	137685416	q	5q	q31.2
RP11-256P1.1	ENSG00000249971	5	137682716	137685330	q	5q	q31.2
KDM3B	ENSG00000120733	5	137688285	137772717	q	5q	q31.2
EGR1	ENSG00000120738	5	137801179	137805004	q	5q	q31.2
ETF1	ENSG00000120705	5	137841784	137878989	q	5q	q31.2
HSPA9	ENSG00000113013	5	137890571	137911133	q	5q	q31.2
CTNNA1	ENSG00000044115	5	137946656	138270723	q	5q	q31.2
SIL1	ENSG00000120725	5	138282409	138629246	q	5q	q31.2
MATR3	ENSG00000015479	5	138609441	138667360	q	5q	q31.2
PAIP2	ENSG00000120727	5	138677276	138705406	q	5q	q31.2
CTB-43P18.1	ENSG00000272742	5	138700366	138705406	q	5q	q31.2
SLC23A1	ENSG00000170482	5	138702885	138720242	q	5q	q31.2
UBE2D2	ENSG00000131508	5	138906016	139008018	q	5q	q31.2
